418;27/10/2008;1435;1605;DFW;MCI;AA;N443AA;0;;0;;;31;0;4;0;0;627;
419;26/10/2008;825;929;RDU;ORD;AA;N494AA;0;;0;;;0;0;26;0;0;635;
422;26/10/2008;1640;2020;DFW;RDU;AA;N459AA;0;;0;;;78;0;0;0;9;644;
428;25/10/2008;955;1100;SAT;DFW;AA;N4YCAA;0;;0;;;0;0;19;0;0;658;
431;27/10/2008;745;1045;MIA;SFO;AA;N391AA;0;;0;;;39;0;0;0;0;661;
433;25/10/2008;500;910;PHX;DFW;AA;N463AA;0;;0;;;12;0;15;0;0;662;
434;25/10/2008;1440;1720;ELP;DFW;AA;N533AA;0;;0;;;0;0;0;0;32;668;
436;25/10/2008;1850;2230;DFW;FLL;AA;N3CWAA;0;;0;;;6;0;10;0;0;671;
436;26/10/2008;1850;2230;DFW;FLL;AA;N3AGAA;0;;0;;;37;0;0;0;0;672;
436;27/10/2008;1850;2230;DFW;FLL;AA;N3CTAA;0;;0;;;19;0;0;0;0;673;
437;25/10/2008;1300;1430;ORD;MSP;AA;N4YKAA;1;Carrier;0;ORD;;;;;;;674;
437;26/10/2008;1300;1430;ORD;MSP;AA;N423AA;0;;0;;;0;0;3;0;15;675;
439;27/10/2008;820;1335;PHX;ORD;AA;N449AA;0;;0;;;6;0;9;0;0;685;
442;25/10/2008;1205;2025;SFO;MIA;AA;N357AA;0;;0;;;238;0;5;0;0;689;
443;25/10/2008;2245;2340;MIA;MSY;AA;N3APAA;0;;0;;;0;12;5;0;0;692;
446;27/10/2008;1130;1545;DFW;PHL;AA;N581AA;0;;0;;;0;0;23;0;0;703;
449;26/10/2008;1820;1930;RDU;ORD;AA;N497AA;0;;0;;;0;0;78;0;0;704;
450;26/10/2008;1010;1230;DFW;MSP;AA;N246AA;0;;0;;;39;0;0;0;5;707;
450;27/10/2008;1010;1230;DFW;MSP;AA;N474AA;0;;0;;;18;0;24;0;12;708;
452;25/10/2008;750;1055;MIA;BOS;AA;N5DKAA;1;Carrier;0;;;;;;;;709;
454;27/10/2008;600;1130;SFO;DFW;AA;N4WMAA;0;;0;;;25;0;1;0;0;715;
459;26/10/2008;1420;1705;BDL;DFW;AA;N3DKAA;0;;0;;;9;0;14;0;0;719;
460;27/10/2008;845;1205;DFW;CMH;AA;N564AA;0;;0;;;31;0;0;0;0;723;
462;26/10/2008;1955;2245;ORD;RDU;AA;N234AA;0;;0;;;0;7;2;0;35;727;
462;27/10/2008;1955;2245;ORD;RDU;AA;N539AA;0;;0;;;54;0;2;0;24;728;
465;25/10/2008;1040;1245;DFW;SEA;AA;N3BVAA;0;;0;;;17;0;10;0;3;732;
465;26/10/2008;1040;1245;DFW;SEA;AA;N3BHAA;0;;0;;;12;0;10;0;41;733;
465;25/10/2008;745;945;MIA;DFW;AA;N3BVAA;0;;0;;;12;0;6;0;0;735;
465;26/10/2008;745;945;MIA;DFW;AA;N3BHAA;0;;0;;;46;0;10;0;0;736;
469;27/10/2008;730;845;PHL;ORD;AA;N539AA;0;;0;;;0;0;26;0;0;743;
470;26/10/2008;1140;1650;RNO;DFW;AA;N4WXAA;0;;0;;;0;0;15;0;0;745;
470;27/10/2008;1140;1650;RNO;DFW;AA;N245AA;0;;0;;;0;0;22;0;12;746;
472;27/10/2008;840;1155;DFW;JAX;AA;N255AA;0;;0;;;11;0;24;0;0;751;
474;25/10/2008;1145;1250;SAT;DFW;AA;N417AA;1;Carrier;0;;;;;;;;757;
477;25/10/2008;1430;1515;DFW;ABQ;AA;N4XRAA;0;;0;;;25;0;2;0;0;766;
480;27/10/2008;1835;2120;DEN;DFW;AA;N287AA;0;;0;;;0;0;0;0;37;774;
482;27/10/2008;705;945;ABQ;DFW;AA;N4XRAA;0;;0;;;20;0;0;0;0;782;
482;25/10/2008;1035;1340;DFW;IND;AA;N4YSAA;0;;0;;;73;0;5;0;0;783;
483;27/10/2008;1020;1255;ORD;SFO;AA;N599AA;0;;0;;;0;0;59;0;0;791;
484;27/10/2008;1400;1505;TUL;DFW;AA;N3BBAA;0;;0;;;8;0;10;0;0;797;
485;26/10/2008;2030;2220;ORD;TUL;AA;N4XMAA;0;;0;;;0;1;14;0;93;799;
485;27/10/2008;2030;2220;ORD;TUL;AA;N461AA;0;;0;;;0;0;0;0;62;800;
491;27/10/2008;1335;1445;RDU;ORD;AA;N427AA;0;;0;;;0;0;28;0;6;813;
492;25/10/2008;1630;1805;DFW;STL;AA;N4YSAA;0;;0;;;0;0;3;0;52;814;
492;27/10/2008;1630;1805;DFW;STL;AA;N503AA;0;;0;;;44;0;10;0;0;816;
495;26/10/2008;2200;2235;DFW;ELP;AA;N478AA;0;;0;;;8;0;7;0;0;823;
497;25/10/2008;2250;2345;MIA;TPA;AA;N3CVAA;0;;0;;;0;9;0;0;90;830;
497;25/10/2008;1850;2150;PHL;MIA;AA;N3CVAA;0;;0;;;0;23;99;0;0;833;
498;27/10/2008;1455;1620;MCI;ORD;AA;N244AA;0;;0;;;0;0;56;0;0;838;
498;25/10/2008;1710;2035;ORD;JFK;AA;N546AA;0;;0;;;30;0;214;0;0;839;
498;27/10/2008;1710;2035;ORD;JFK;AA;N244AA;0;;0;;;0;0;2;0;41;841;
503;25/10/2008;1140;1300;ATL;DFW;AA;N4XJAA;0;;0;;;0;0;35;0;0;844;
517;27/10/2008;1510;1735;MSP;DFW;AA;N3AMAA;0;;0;;;0;0;0;0;41;877;
526;25/10/2008;1540;1805;MIA;DCA;AA;N3BEAA;0;;0;;;57;0;0;0;0;893;
526;27/10/2008;1540;1805;MIA;DCA;AA;N3AJAA;0;;0;;;105;0;11;0;0;895;
533;26/10/2008;1935;2040;SAT;DFW;AA;N451AA;0;;0;;;0;0;0;0;28;907;
537;27/10/2008;1315;1515;MIA;DFW;AA;N355AA;0;;0;;;25;0;0;0;0;913;
538;26/10/2008;1020;1555;LAS;ORD;AA;N589AA;0;;0;;;0;0;24;0;0;915;
538;27/10/2008;1020;1555;LAS;ORD;AA;N598AA;0;;0;;;0;0;42;0;0;916;
540;27/10/2008;1105;1205;AUS;DFW;AA;N478AA;0;;0;;;0;0;0;0;20;920;
540;27/10/2008;1255;1600;DFW;IND;AA;N478AA;0;;0;;;11;0;11;0;5;923;
544;27/10/2008;1700;1955;ORD;RDU;AA;N486AA;0;;0;;;8;0;10;0;15;926;
545;26/10/2008;1130;1335;DFW;SEA;AA;N3DDAA;0;;0;;;36;0;2;0;0;928;
545;27/10/2008;1130;1335;DFW;SEA;AA;N3DJAA;0;;0;;;9;0;0;0;59;929;
551;26/10/2008;920;1330;TUS;DFW;AA;N451AA;0;;0;;;203;0;0;0;0;943;
553;25/10/2008;1725;1915;RSW;DFW;AA;N469AA;0;;0;;;44;0;0;0;65;948;
