numeroVuelo(flightNum);fecha(flightDate);horaSalida(crsDepTime);horaLlegada(crsArrTime);aeropuertoSalida(originiata);aeropuertoLlegada(destinata);compagnia(carrierCode);avion(tailNum);
758;25/10/2008;750;1130;SEA;DEN;UA;N570UA;
758;26/10/2008;806;1148;SEA;DEN;UA;N827UA;
758;27/10/2008;750;1135;SEA;DEN;UA;N338UA;
759;26/10/2008;631;743;PHL;ORD;UA;N553UA;
759;27/10/2008;631;743;PHL;ORD;UA;N594UA;
760;26/10/2008;1655;1917;DFW;ORD;UA;N848UA;
760;27/10/2008;1702;1924;DFW;ORD;UA;N464UA;
761;26/10/2008;1917;2030;CMH;DEN;UA;N373UA;
761;27/10/2008;1914;2020;CMH;DEN;UA;N827UA;
762;25/10/2008;718;848;BIL;DEN;UA;N941UA;
762;26/10/2008;744;914;BIL;DEN;UA;N938UA;
762;27/10/2008;727;857;BIL;DEN;UA;N927UA;
762;26/10/2008;1001;1237;DEN;TUL;UA;N938UA;
762;27/10/2008;957;1233;DEN;TUL;UA;N927UA;
766;25/10/2008;2116;1;ORD;BWI;UA;N574UA;
766;27/10/2008;2125;10;ORD;BWI;UA;N585UA;
766;25/10/2008;1341;1939;SNA;ORD;UA;N427UA;
766;26/10/2008;1339;1937;SNA;ORD;UA;N416UA;
766;27/10/2008;1404;2002;SNA;ORD;UA;N419UA;
769;25/10/2008;748;835;ROC;ORD;UA;N927UA;
769;26/10/2008;809;856;ROC;ORD;UA;N377UA;
769;27/10/2008;813;900;ROC;ORD;UA;N311UA;
770;25/10/2008;1244;1620;SFO;DEN;UA;N816UA;
770;26/10/2008;1244;1618;SFO;DEN;UA;N664UA;
770;27/10/2008;1244;1618;SFO;DEN;UA;N588UA;
771;25/10/2008;1147;1431;SEA;LAX;UA;N371UA;
771;26/10/2008;1025;1309;SEA;LAX;UA;N912UA;
771;27/10/2008;1016;1300;SEA;LAX;UA;N383UA;
772;25/10/2008;735;902;MCI;ORD;UA;N523UA;
772;26/10/2008;747;915;MCI;ORD;UA;N809UA;
772;27/10/2008;743;911;MCI;ORD;UA;N429UA;
773;26/10/2008;855;1118;ORD;DFW;UA;N828UA;
775;25/10/2008;812;945;IAH;DEN;UA;N818UA;
775;27/10/2008;744;917;IAH;DEN;UA;N419UA;
776;25/10/2008;655;1217;GEG;ORD;UA;N852UA;
776;26/10/2008;657;1219;GEG;ORD;UA;N853UA;
776;27/10/2008;701;1223;GEG;ORD;UA;N415UA;
776;25/10/2008;1302;1525;ORD;CVG;UA;N852UA;
776;26/10/2008;1316;1539;ORD;CVG;UA;N930UA;
776;27/10/2008;1317;1540;ORD;CVG;UA;N417UA;
778;26/10/2008;1021;1244;ORD;DTW;UA;N381UA;
779;25/10/2008;1253;1525;BOS;DEN;UA;N515UA;
779;26/10/2008;1321;1553;BOS;DEN;UA;N528UA;
779;27/10/2008;1231;1507;BOS;DEN;UA;N852UA;
780;25/10/2008;1100;1355;ORD;CLT;UA;N348UA;
781;25/10/2008;1033;1205;DEN;LAX;UA;N592UA;
781;26/10/2008;1016;1148;DEN;LAX;UA;N544UA;
781;27/10/2008;1038;1210;DEN;LAX;UA;N330UA;
782;25/10/2008;1011;1551;ABQ;IAD;UA;N819UA;
782;26/10/2008;948;1528;ABQ;IAD;UA;N810UA;
782;27/10/2008;948;1528;ABQ;IAD;UA;N815UA;
783;25/10/2008;1745;2003;IAD;ABQ;UA;N810UA;
783;26/10/2008;1742;2000;IAD;ABQ;UA;N815UA;
783;27/10/2008;1746;2004;IAD;ABQ;UA;N841UA;
784;26/10/2008;928;1047;ABQ;DEN;UA;N339UA;
785;25/10/2008;1753;1914;DEN;ABQ;UA;N923UA;
786;25/10/2008;1007;1131;MSP;ORD;UA;N929UA;
786;26/10/2008;1003;1127;MSP;ORD;UA;N311UA;
786;27/10/2008;1011;1135;MSP;ORD;UA;N933UA;
787;25/10/2008;805;943;SAN;SFO;UA;N553UA;
787;26/10/2008;810;949;SAN;SFO;UA;N369UA;
787;27/10/2008;708;846;SAN;SFO;UA;N575UA;
788;26/10/2008;1523;1656;SFO;SAN;UA;N570UA;
789;25/10/2008;1705;1837;ORD;MSP;UA;N318UA;
789;26/10/2008;1705;1837;ORD;MSP;UA;N936UA;
789;27/10/2008;1705;1837;ORD;MSP;UA;N375UA;
790;25/10/2008;1048;1834;SFO;ATL;UA;N832UA;
790;26/10/2008;1040;1826;SFO;ATL;UA;N833UA;
790;27/10/2008;1037;1823;SFO;ATL;UA;N418UA;
791;25/10/2008;1017;1318;DEN;STL;UA;N844UA;
791;26/10/2008;1019;1320;DEN;STL;UA;N429UA;
791;27/10/2008;1030;1331;DEN;STL;UA;N816UA;
792;26/10/2008;1101;1225;MSP;ORD;UA;N942UA;
792;27/10/2008;1105;1229;MSP;ORD;UA;N328UA;
793;25/10/2008;1205;1337;ORD;MSP;UA;N924UA;
793;26/10/2008;1203;1335;ORD;MSP;UA;N374UA;
793;27/10/2008;1202;1334;ORD;MSP;UA;N923UA;
794;25/10/2008;1303;1919;SFO;ORD;UA;N426UA;
795;26/10/2008;2146;2258;IAD;RDU;UA;N365UA;
796;25/10/2008;600;709;RDU;IAD;UA;N329UA;
796;27/10/2008;600;709;RDU;IAD;UA;N930UA;
799;25/10/2008;1542;1615;CLE;ORD;UA;N347UA;
799;26/10/2008;1711;1744;CLE;ORD;UA;N330UA;
799;27/10/2008;1714;1747;CLE;ORD;UA;N374UA;
802;27/10/2008;620;1000;SJC;DEN;UA;N330UA;
806;26/10/2008;1345;1507;LAX;SFO;UA;N912UA;
806;27/10/2008;1336;1458;LAX;SFO;UA;N383UA;
807;26/10/2008;2011;2145;SFO;LAX;UA;N383UA;
807;27/10/2008;2015;2149;SFO;LAX;UA;N327UA;
808;25/10/2008;1301;1430;LAX;SFO;UA;N592UA;
808;26/10/2008;1240;1409;LAX;SFO;UA;N813UA;
808;27/10/2008;1246;1415;LAX;SFO;UA;N330UA;
809;25/10/2008;659;749;DSM;DEN;UA;N580UA;
809;26/10/2008;637;729;DSM;DEN;UA;N350UA;
809;27/10/2008;659;749;DSM;DEN;UA;N501UA;
812;25/10/2008;1017;1311;DEN;DFW;UA;N328UA;
812;26/10/2008;1017;1310;DEN;DFW;UA;N802UA;
812;27/10/2008;1033;1325;DEN;DFW;UA;N570UA;
814;26/10/2008;1536;1812;DEN;DSM;UA;N372UA;
814;27/10/2008;1516;1752;DEN;DSM;UA;N314UA;
814;25/10/2008;1043;1405;LAX;DEN;UA;N339UA;
814;26/10/2008;1029;1347;LAX;DEN;UA;N519UA;
814;27/10/2008;1039;1359;LAX;DEN;UA;N416UA;
815;26/10/2008;2122;2250;DEN;LAX;UA;N519UA;
815;27/10/2008;2130;2300;DEN;LAX;UA;N847UA;
815;26/10/2008;1848;1940;DSM;DEN;UA;N372UA;
815;27/10/2008;1832;1924;DSM;DEN;UA;N314UA;
816;25/10/2008;2230;2352;LAX;SFO;UA;N371UA;
816;26/10/2008;2227;2349;LAX;SFO;UA;N553UA;
816;27/10/2008;2225;2347;LAX;SFO;UA;N327UA;
817;25/10/2008;1002;1134;SFO;LAX;UA;N585UA;
817;26/10/2008;1046;1218;SFO;LAX;UA;N421UA;
817;27/10/2008;1043;1215;SFO;LAX;UA;N833UA;
818;26/10/2008;2045;2355;ORD;EWR;UA;N434UA;
818;27/10/2008;2045;2355;ORD;EWR;UA;N425UA;
819;25/10/2008;700;834;EWR;ORD;UA;N501UA;
819;26/10/2008;730;856;EWR;ORD;UA;;
819;27/10/2008;739;915;EWR;ORD;UA;N433UA;
820;25/10/2008;1252;1505;SFO;SEA;UA;N912UA;
820;26/10/2008;1243;1453;SFO;SEA;UA;N575UA;
820;27/10/2008;1303;1515;SFO;SEA;UA;N409UA;
821;25/10/2008;734;945;SEA;SFO;UA;N566UA;
821;26/10/2008;706;920;SEA;SFO;UA;N338UA;
821;27/10/2008;708;919;SEA;SFO;UA;N592UA;
822;25/10/2008;1700;1838;IAD;BOS;UA;N594UA;
822;26/10/2008;1706;1845;IAD;BOS;UA;N377UA;
822;27/10/2008;1702;1840;IAD;BOS;UA;N573UA;
823;25/10/2008;1453;1639;BOS;IAD;UA;N370UA;
823;26/10/2008;1440;1626;BOS;IAD;UA;N807UA;
823;27/10/2008;1454;1640;BOS;IAD;UA;N930UA;
824;25/10/2008;1310;2156;SFO;BOS;UA;N434UA;
824;26/10/2008;1318;2200;SFO;BOS;UA;N506UA;
824;27/10/2008;1353;2235;SFO;BOS;UA;N574UA;
828;25/10/2008;2104;20;ORD;BOS;UA;N399UA;
828;26/10/2008;2105;19;ORD;BOS;UA;N803UA;
828;27/10/2008;2105;19;ORD;BOS;UA;N844UA;
830;25/10/2008;1051;1704;SFO;ORD;UA;N553UA;
830;26/10/2008;1057;1710;SFO;ORD;UA;N593UA;
830;27/10/2008;1057;1710;SFO;ORD;UA;N575UA;
831;25/10/2008;705;943;ORD;SFO;UA;N426UA;
831;26/10/2008;705;943;ORD;SFO;UA;N803UA;
831;27/10/2008;705;943;ORD;SFO;UA;N418UA;
835;25/10/2008;734;857;LGA;ORD;UA;N478UA;
835;26/10/2008;800;927;LGA;ORD;UA;N934UA;
835;27/10/2008;747;922;LGA;ORD;UA;N535UA;
836;25/10/2008;1803;2126;ORD;LGA;UA;N347UA;
836;26/10/2008;1805;2126;ORD;LGA;UA;N808UA;
836;27/10/2008;1805;2126;ORD;LGA;UA;N811UA;
837;26/10/2008;702;1024;JFK;SFO;UA;N517UA;
837;27/10/2008;703;1025;JFK;SFO;UA;N554UA;
839;25/10/2008;1759;2130;JFK;LAX;UA;N532UA;
839;26/10/2008;1759;2130;JFK;LAX;UA;N532UA;
839;27/10/2008;1754;2125;JFK;LAX;UA;N525UA;
840;25/10/2008;1415;2243;LAX;JFK;UA;N555UA;
840;26/10/2008;1412;2240;LAX;JFK;UA;N554UA;
840;27/10/2008;1410;2238;LAX;JFK;UA;N532UA;
842;25/10/2008;815;1041;ORD;LAX;UA;N571UA;
842;26/10/2008;755;1021;ORD;LAX;UA;N666UA;
842;27/10/2008;802;1028;ORD;LAX;UA;N666UA;
843;25/10/2008;1402;1958;LAX;ORD;UA;N572UA;
843;26/10/2008;1349;1945;LAX;ORD;UA;N531UA;
843;27/10/2008;1423;2019;LAX;ORD;UA;N535UA;
844;25/10/2008;1503;1635;SFO;LAX;UA;N379UA;
844;27/10/2008;1459;1631;SFO;LAX;UA;;
845;25/10/2008;900;1036;EWR;ORD;UA;N422UA;
845;26/10/2008;904;1028;EWR;ORD;UA;N570UA;
845;27/10/2008;900;1034;EWR;ORD;UA;N558UA;
846;25/10/2008;813;939;IAD;LGA;UA;N562UA;
846;26/10/2008;823;950;IAD;LGA;UA;N455UA;
846;27/10/2008;817;944;IAD;LGA;UA;N421UA;
847;25/10/2008;1919;2045;LGA;IAD;UA;N812UA;
847;26/10/2008;1929;2102;LGA;IAD;UA;N509UA;
847;27/10/2008;1925;2059;LGA;IAD;UA;N850UA;
850;26/10/2008;1905;2227;ORD;LGA;UA;N913UA;
850;27/10/2008;1905;2227;ORD;LGA;UA;;
851;26/10/2008;900;1027;LGA;ORD;UA;N814UA;
851;27/10/2008;1005;1153;LGA;ORD;UA;N318UA;
852;25/10/2008;1331;2214;SFO;JFK;UA;N508UA;
852;26/10/2008;1329;2212;SFO;JFK;UA;N557UA;
852;27/10/2008;1345;2228;SFO;JFK;UA;N508UA;
854;26/10/2008;2005;2248;LAX;SEA;UA;N834UA;
854;27/10/2008;1850;2130;LAX;SEA;UA;N849UA;
856;26/10/2008;1159;1944;LAX;IAD;UA;N779UA;
856;27/10/2008;1117;1913;LAX;IAD;UA;N813UA;
856;25/10/2008;1124;1458;SFO;DEN;UA;N666UA;
857;25/10/2008;1045;1214;LAX;SFO;UA;N503UA;
857;26/10/2008;856;1025;LAX;SFO;UA;N548UA;
857;27/10/2008;904;1033;LAX;SFO;UA;N590UA;
858;25/10/2008;1103;1235;SFO;LAX;UA;N595UA;
858;26/10/2008;1015;1147;SFO;LAX;UA;N813UA;
858;27/10/2008;949;1128;SFO;LAX;UA;N839UA;
859;25/10/2008;1210;1247;OMA;DEN;UA;N923UA;
859;26/10/2008;1208;1245;OMA;DEN;UA;N373UA;
859;27/10/2008;1210;1247;OMA;DEN;UA;N941UA;
860;25/10/2008;817;949;IAD;BOS;UA;N543UA;
860;26/10/2008;823;955;IAD;BOS;UA;N564UA;
860;27/10/2008;828;1000;IAD;BOS;UA;N598UA;
861;25/10/2008;1916;2101;BOS;IAD;UA;N542UA;
861;26/10/2008;1920;2105;BOS;IAD;UA;N595UA;
861;27/10/2008;1920;2105;BOS;IAD;UA;N546UA;
862;25/10/2008;1255;2047;LAX;IAD;UA;N522UA;
862;26/10/2008;1116;1450;SFO;DEN;UA;N569UA;
862;27/10/2008;1124;1458;SFO;DEN;UA;N669UA;
863;25/10/2008;1845;2120;ORD;SFO;UA;N652UA;
863;26/10/2008;1855;2134;ORD;SFO;UA;N523UA;
863;27/10/2008;1851;2126;ORD;SFO;UA;N515UA;
867;25/10/2008;831;1108;IAD;LAX;UA;N522UA;
867;26/10/2008;820;1048;IAD;LAX;UA;N779UA;
867;27/10/2008;835;1112;IAD;LAX;UA;N567UA;
869;25/10/2008;834;1024;DEN;SFO;UA;N672UA;
869;26/10/2008;826;1016;DEN;SFO;UA;N569UA;
869;27/10/2008;855;1043;DEN;SFO;UA;N212UA;
870;25/10/2008;1406;2019;SFO;ORD;UA;N661UA;
870;26/10/2008;1358;2011;SFO;ORD;UA;N533UA;
870;27/10/2008;1355;2003;SFO;ORD;UA;N799UA;
871;25/10/2008;825;1119;IAD;SFO;UA;N674UA;
871;26/10/2008;820;1114;IAD;SFO;UA;N664UA;
871;27/10/2008;817;1111;IAD;SFO;UA;N655UA;
872;25/10/2008;1140;1950;SFO;IAD;UA;N674UA;
872;26/10/2008;1202;2012;SFO;IAD;UA;N547UA;
872;27/10/2008;1225;2035;SFO;IAD;UA;N663UA;
875;25/10/2008;837;1038;DEN;SEA;UA;N509UA;
875;26/10/2008;830;1031;DEN;SEA;UA;N546UA;
875;27/10/2008;819;1020;DEN;SEA;UA;;
876;25/10/2008;1300;1639;SEA;DEN;UA;N845UA;
876;26/10/2008;1220;1600;SEA;DEN;UA;N527UA;
876;27/10/2008;1215;1555;SEA;DEN;UA;N559UA;
877;26/10/2008;754;926;STL;DEN;UA;N372UA;
878;25/10/2008;1051;1919;LAX;JFK;UA;N518UA;
878;26/10/2008;1052;1920;LAX;JFK;UA;N560UA;
878;27/10/2008;1047;1915;LAX;JFK;UA;N555UA;
881;25/10/2008;853;1035;BOS;ORD;UA;N547UA;
881;26/10/2008;859;1041;BOS;ORD;UA;N594UA;
881;27/10/2008;900;1042;BOS;ORD;UA;N530UA;
882;25/10/2008;1605;1929;ORD;BOS;UA;N590UA;
882;26/10/2008;1705;2030;ORD;BOS;UA;N852UA;
882;27/10/2008;1705;2028;ORD;BOS;UA;N566UA;
883;25/10/2008;901;1030;PHL;ORD;UA;N519UA;
883;26/10/2008;929;1058;PHL;ORD;UA;N562UA;
883;27/10/2008;925;1054;PHL;ORD;UA;N587UA;
884;25/10/2008;1855;2153;ORD;PHL;UA;N553UA;
884;26/10/2008;1755;2107;ORD;PHL;UA;N587UA;
884;27/10/2008;1809;2121;ORD;PHL;UA;N526UA;
885;25/10/2008;840;1009;LAX;SFO;UA;N595UA;
885;26/10/2008;753;1027;ORD;SFO;UA;N597UA;
885;27/10/2008;805;1032;ORD;SFO;UA;N219UA;
886;25/10/2008;1250;1422;SFO;LAX;UA;N545UA;
886;26/10/2008;1248;1420;SFO;LAX;UA;N366UA;
886;27/10/2008;1250;1422;SFO;LAX;UA;N376UA;
888;26/10/2008;1129;1301;SFO;LAX;UA;N548UA;
888;27/10/2008;1126;1258;SFO;LAX;UA;N590UA;
889;26/10/2008;736;905;LAX;SFO;UA;N552UA;
889;27/10/2008;800;929;LAX;SFO;UA;N549UA;
892;25/10/2008;1017;1900;SFO;JFK;UA;N505UA;
892;26/10/2008;1017;1900;SFO;JFK;UA;N518UA;
892;27/10/2008;1017;1900;SFO;JFK;UA;N505UA;
893;25/10/2008;811;1142;JFK;SFO;UA;N661UA;
893;26/10/2008;825;1156;JFK;SFO;UA;N557UA;
893;27/10/2008;827;1158;JFK;SFO;UA;N508UA;
894;25/10/2008;825;1204;SFO;DEN;UA;N834UA;
894;26/10/2008;821;1158;SFO;DEN;UA;N596UA;
894;27/10/2008;822;1201;SFO;DEN;UA;N840UA;
895;25/10/2008;1010;1120;ATL;ORD;UA;N913UA;
895;26/10/2008;1008;1118;ATL;ORD;UA;N941UA;
895;27/10/2008;1009;1119;ATL;ORD;UA;N370UA;
896;27/10/2008;1630;1935;ORD;ATL;UA;N838UA;
897;25/10/2008;927;1107;BOS;IAD;UA;N579UA;
897;26/10/2008;936;1116;BOS;IAD;UA;N590UA;
897;27/10/2008;930;1110;BOS;IAD;UA;N519UA;
898;25/10/2008;2205;2332;IAD;BOS;UA;N519UA;
898;26/10/2008;2155;2322;IAD;BOS;UA;N509UA;
898;27/10/2008;2203;2331;IAD;BOS;UA;N371UA;
899;25/10/2008;702;1033;JFK;SFO;UA;N517UA;
900;25/10/2008;1021;1200;SAN;SFO;UA;N369UA;
900;26/10/2008;1016;1155;SAN;SFO;UA;N383UA;
900;27/10/2008;1033;1212;SAN;SFO;UA;N376UA;
901;25/10/2008;1905;2039;SFO;SAN;UA;N422UA;
901;26/10/2008;1912;2045;SFO;SAN;UA;N575UA;
901;27/10/2008;1928;2053;SFO;SAN;UA;N583UA;
902;25/10/2008;1045;1557;DEN;IAD;UA;N796UA;
902;26/10/2008;1043;1555;DEN;IAD;UA;N783UA;
902;27/10/2008;1043;1555;DEN;IAD;UA;N780UA;
903;25/10/2008;1728;1920;IAD;DEN;UA;N580UA;
903;26/10/2008;1621;1809;IAD;DEN;UA;N524UA;
903;27/10/2008;1635;1826;IAD;DEN;UA;N819UA;
906;25/10/2008;949;1605;SFO;ORD;UA;N416UA;
906;26/10/2008;1046;1659;SFO;ORD;UA;N520UA;
906;27/10/2008;1045;1658;SFO;ORD;UA;N526UA;
907;25/10/2008;1659;1938;ORD;SFO;UA;N570UA;
907;26/10/2008;1705;1944;ORD;SFO;UA;N583UA;
907;27/10/2008;1705;1944;ORD;SFO;UA;N653UA;
908;25/10/2008;1237;1559;DEN;ORD;UA;N570UA;
908;26/10/2008;1240;1603;DEN;ORD;UA;N436UA;
908;27/10/2008;1233;1555;DEN;ORD;UA;N566UA;
909;25/10/2008;1508;1642;ORD;DEN;UA;N569UA;
909;26/10/2008;1515;1649;ORD;DEN;UA;N541UA;
909;27/10/2008;1531;1705;ORD;DEN;UA;N534UA;
910;25/10/2008;851;1212;DEN;ORD;UA;N780UA;
910;26/10/2008;854;1216;DEN;ORD;UA;N578UA;
910;27/10/2008;850;1211;DEN;ORD;UA;N778UA;
912;26/10/2008;1620;1854;ORD;BUF;UA;N370UA;
912;27/10/2008;1544;1818;ORD;BUF;UA;N370UA;
914;25/10/2008;749;1551;SFO;IAD;UA;N215UA;
914;26/10/2008;751;1553;SFO;IAD;UA;N215UA;
914;27/10/2008;759;1601;SFO;IAD;UA;N215UA;
915;25/10/2008;1621;1915;IAD;SFO;UA;N826UA;
915;26/10/2008;1633;1922;IAD;SFO;UA;N503UA;
915;27/10/2008;1637;1931;IAD;SFO;UA;N815UA;
916;25/10/2008;725;1520;SEA;IAD;UA;N558UA;
916;26/10/2008;700;1455;SEA;IAD;UA;N524UA;
916;27/10/2008;736;1531;SEA;IAD;UA;N565UA;
917;25/10/2008;1820;2105;IAD;SEA;UA;N513UA;
917;26/10/2008;1735;2020;IAD;SEA;UA;N592UA;
917;27/10/2008;1746;2031;IAD;SEA;UA;N565UA;
918;25/10/2008;1148;1705;DEN;IAD;UA;N455UA;
918;26/10/2008;1135;1650;DEN;IAD;UA;N573UA;
918;27/10/2008;1130;1647;DEN;IAD;UA;N841UA;
919;26/10/2008;1726;1913;IAD;DEN;UA;N778UA;
919;27/10/2008;1738;1925;IAD;DEN;UA;N777UA;
922;25/10/2008;606;854;ORD;IAD;UA;N568UA;
922;26/10/2008;601;849;ORD;IAD;UA;N513UA;
922;27/10/2008;600;848;ORD;IAD;UA;N581UA;
923;25/10/2008;1225;1413;IAD;DEN;UA;N564UA;
923;26/10/2008;1445;1633;IAD;DEN;UA;N542UA;
923;27/10/2008;1441;1629;IAD;DEN;UA;N539UA;
924;25/10/2008;1104;1900;LAX;IAD;UA;N435UA;
924;26/10/2008;1245;2030;LAX;IAD;UA;N228UA;
924;27/10/2008;1305;2057;LAX;IAD;UA;N567UA;
925;25/10/2008;2143;15;IAD;LAX;UA;N817UA;
925;26/10/2008;2143;15;IAD;LAX;UA;N807UA;
925;27/10/2008;2202;34;IAD;LAX;UA;N821UA;
926;25/10/2008;1558;1720;LAX;SFO;UA;N547UA;
926;26/10/2008;1535;1657;LAX;SFO;UA;N366UA;
926;27/10/2008;1521;1643;LAX;SFO;UA;N376UA;
927;25/10/2008;2212;2335;SFO;LAX;UA;N935UA;
927;26/10/2008;2218;2340;SFO;LAX;UA;N503UA;
927;27/10/2008;2220;2343;SFO;LAX;UA;N350UA;
928;25/10/2008;1113;1705;PDX;ORD;UA;N432UA;
928;26/10/2008;1116;1705;PDX;ORD;UA;N587UA;
928;27/10/2008;1057;1646;PDX;ORD;UA;N521UA;
929;25/10/2008;1207;1433;ORD;PDX;UA;N575UA;
929;26/10/2008;1529;1755;ORD;PDX;UA;N568UA;
929;27/10/2008;1535;1801;ORD;PDX;UA;N563UA;
930;26/10/2008;1635;1757;LAX;SFO;UA;N831UA;
930;27/10/2008;1617;1739;LAX;SFO;UA;N202UA;
931;26/10/2008;1909;2043;SFO;LAX;UA;N369UA;
931;27/10/2008;1925;2059;SFO;LAX;UA;N202UA;
932;25/10/2008;1551;2106;DEN;IAD;UA;N564UA;
932;26/10/2008;1538;2053;DEN;IAD;UA;N660UA;
932;27/10/2008;1534;2049;DEN;IAD;UA;N644UA;
933;25/10/2008;2200;2344;IAD;DEN;UA;N411UA;
933;26/10/2008;2155;2336;IAD;DEN;UA;N559UA;
933;27/10/2008;2200;2344;IAD;DEN;UA;N808UA;
934;26/10/2008;739;1604;HNL;LAX;UA;N673UA;
934;27/10/2008;739;1604;HNL;LAX;UA;N668UA;
935;26/10/2008;1719;2004;LAX;HNL;UA;N673UA;
935;27/10/2008;1719;2004;LAX;HNL;UA;N543UA;
938;25/10/2008;1659;2021;DEN;ORD;UA;N528UA;
938;26/10/2008;1657;2019;DEN;ORD;UA;N528UA;
938;27/10/2008;1600;1922;DEN;ORD;UA;N669UA;
939;25/10/2008;1759;1922;DEN;SAN;UA;N412UA;
939;26/10/2008;1753;1915;DEN;SAN;UA;N541UA;
939;27/10/2008;1759;1921;DEN;SAN;UA;N594UA;
940;25/10/2008;1342;1705;DEN;ORD;UA;N806UA;
940;26/10/2008;1343;1705;DEN;ORD;UA;N511UA;
940;27/10/2008;1353;1715;DEN;ORD;UA;N529UA;
941;25/10/2008;1712;1940;ORD;LAX;UA;N578UA;
941;26/10/2008;1707;1935;ORD;LAX;UA;N552UA;
941;27/10/2008;1712;1940;ORD;LAX;UA;N543UA;
942;25/10/2008;1054;1650;LAX;ORD;UA;N520UA;
942;26/10/2008;1056;1652;LAX;ORD;UA;N565UA;
942;27/10/2008;1059;1655;LAX;ORD;UA;N597UA;
943;25/10/2008;1502;1730;ORD;LAX;UA;N665UA;
943;26/10/2008;1848;2116;ORD;LAX;UA;N566UA;
943;27/10/2008;1851;2122;ORD;LAX;UA;N428UA;
944;25/10/2008;726;1325;LAX;ORD;UA;N425UA;
944;27/10/2008;726;1325;LAX;ORD;UA;N425UA;
945;25/10/2008;1223;1357;ORD;DEN;UA;N519UA;
945;26/10/2008;1512;1740;ORD;LAX;UA;N667UA;
945;27/10/2008;1502;1730;ORD;LAX;UA;N553UA;
946;25/10/2008;901;1703;LAX;IAD;UA;N454UA;
946;26/10/2008;903;1705;LAX;IAD;UA;N423UA;
946;27/10/2008;907;1709;LAX;IAD;UA;N807UA;
947;25/10/2008;1751;2015;IAD;LAX;UA;N772UA;
947;26/10/2008;1820;2044;IAD;LAX;UA;N776UA;
947;27/10/2008;1820;2044;IAD;LAX;UA;N768UA;
948;26/10/2008;1451;1804;SAN;DEN;UA;N822UA;
948;27/10/2008;1459;1810;SAN;DEN;UA;N540UA;
949;25/10/2008;1720;1950;ORD;SEA;UA;N536UA;
949;26/10/2008;1748;2018;ORD;SEA;UA;N565UA;
949;27/10/2008;1743;2013;ORD;SEA;UA;N570UA;
950;25/10/2008;1302;1557;ORD;IAD;UA;N779UA;
950;26/10/2008;1310;1605;ORD;IAD;UA;N795UA;
950;27/10/2008;1310;1605;ORD;IAD;UA;N773UA;
951;25/10/2008;1720;1836;IAD;ORD;UA;N651UA;
951;26/10/2008;1721;1837;IAD;ORD;UA;N773UA;
951;27/10/2008;1729;1845;IAD;ORD;UA;N782UA;
952;25/10/2008;844;1556;PHX;IAD;UA;N827UA;
952;26/10/2008;846;1558;PHX;IAD;UA;N454UA;
952;27/10/2008;832;1544;PHX;IAD;UA;N423UA;
953;25/10/2008;1755;1945;IAD;PHX;UA;N454UA;
953;26/10/2008;1754;1954;IAD;PHX;UA;N423UA;
953;27/10/2008;1808;2008;IAD;PHX;UA;N807UA;
954;27/10/2008;923;1102;SAN;SFO;UA;N373UA;
955;25/10/2008;1523;1656;SFO;SAN;UA;N592UA;
955;26/10/2008;1635;1809;SFO;SAN;UA;N366UA;
955;27/10/2008;1633;1807;SFO;SAN;UA;N350UA;
956;25/10/2008;828;1642;SFO;IAD;UA;N836UA;
956;26/10/2008;839;1653;SFO;IAD;UA;N815UA;
956;27/10/2008;850;1704;SFO;IAD;UA;N831UA;
957;25/10/2008;1751;1859;CLT;ORD;UA;N351UA;
957;26/10/2008;1935;2043;CLT;ORD;UA;N922UA;
957;27/10/2008;1946;2054;CLT;ORD;UA;N924UA;
958;25/10/2008;902;1455;SEA;ORD;UA;N559UA;
958;26/10/2008;821;1414;SEA;ORD;UA;N537UA;
958;27/10/2008;820;1413;SEA;ORD;UA;N536UA;
959;25/10/2008;2006;2142;ORD;DEN;UA;N470UA;
959;26/10/2008;2014;2148;ORD;DEN;UA;N521UA;
959;27/10/2008;1956;2130;ORD;DEN;UA;N514UA;
961;25/10/2008;647;926;BWI;LAX;UA;N503UA;
961;26/10/2008;701;945;BWI;LAX;UA;N846UA;
961;27/10/2008;710;954;BWI;LAX;UA;N813UA;
966;25/10/2008;803;1544;LAX;IAD;UA;N778UA;
966;26/10/2008;804;1545;LAX;IAD;UA;N772UA;
966;27/10/2008;813;1554;LAX;IAD;UA;N776UA;
967;25/10/2008;1640;1914;IAD;LAX;UA;N558UA;
967;26/10/2008;1650;1928;IAD;LAX;UA;N454UA;
967;27/10/2008;1657;1935;IAD;LAX;UA;N423UA;
969;25/10/2008;1645;1913;IAD;SAN;UA;N827UA;
969;26/10/2008;1805;2029;IAD;SAN;UA;N573UA;
969;27/10/2008;1737;2005;IAD;SAN;UA;N422UA;
970;25/10/2008;807;1555;SAN;IAD;UA;N594UA;
970;26/10/2008;757;1545;SAN;IAD;UA;N592UA;
970;27/10/2008;810;1558;SAN;IAD;UA;N573UA;
976;27/10/2008;1810;2107;ORD;IAD;UA;N371UA;
981;25/10/2008;824;1044;IAD;IAH;UA;N806UA;
981;26/10/2008;822;1042;IAD;IAH;UA;N843UA;
981;27/10/2008;824;1044;IAD;IAH;UA;N827UA;
982;25/10/2008;1645;2056;IAH;IAD;UA;N842UA;
982;26/10/2008;1655;2106;IAH;IAD;UA;N827UA;
