causa();duracion(carrierDelay/weatherDelay/Retraso NASDelay/securityDelay/lateAircraftDelay/divArrDelay);idIncidencia();
Retraso NAS;7;3695;
Retraso Compagnia;34;3696;
Retraso NAS;3;3697;
Retraso NAS;8;3698;
Retraso Previo;8;3699;
Retraso NAS;22;3700;
Retraso Compagnia;21;3701;
Retraso NAS;1;3702;
Retraso NAS;17;3703;
Retraso NAS;20;3704;
Retraso NAS;16;3705;
Retraso Compagnia;50;3706;
Retraso NAS;3;3707;
Retraso NAS;16;3708;
Retraso Compagnia;272;3709;
Retraso NAS;43;3711;
Retraso Compagnia;1;3712;
Retraso Previo;23;3713;
Retraso Compagnia;200;3714;
Retraso NAS;16;3715;
Retraso Previo;25;3716;
Retraso Compagnia;1;3717;
Retraso NAS;8;3718;
Retraso Previo;11;3719;
Retraso Compagnia;7;3720;
Retraso NAS;11;3721;
Retraso Previo;26;3722;
Retraso Compagnia;10;3723;
Retraso NAS;19;3724;
Retraso NAS;16;3725;
Retraso Compagnia;9;3726;
Retraso NAS;12;3727;
Retraso Previo;29;3728;
Retraso NAS;17;3729;
Retraso NAS;31;3730;
Retraso Compagnia;9;3731;
Retraso NAS;9;3732;
Retraso Compagnia;115;3733;
Retraso NAS;33;3734;
Retraso Previo;35;3735;
Retraso NAS;19;3736;
Retraso Compagnia;1;3737;
Retraso Previo;14;3738;
Retraso Compagnia;17;3739;
Retraso NAS;3;3740;
Retraso Compagnia;79;3741;
Retraso NAS;42;3742;
Retraso Previo;11;3743;
Retraso NAS;18;3744;
Retraso Previo;357;3745;
Retraso NAS;26;3746;
Retraso Compagnia;10;3747;
Retraso Previo;7;3748;
Retraso Compagnia;135;3749;
Retraso Compagnia;65;3750;
Retraso Compagnia;5;3751;
Retraso NAS;72;3752;
Retraso Previo;65;3753;
Retraso Compagnia;7;3754;
Retraso NAS;27;3755;
Retraso Previo;9;3756;
Retraso Compagnia;2;3757;
Retraso Previo;93;3758;
Retraso Compagnia;19;3759;
Retraso NAS;7;3760;
Retraso Compagnia;8;3761;
Retraso NAS;19;3762;
Retraso NAS;10;3763;
Retraso Previo;23;3764;
Retraso NAS;31;3765;
Retraso NAS;15;3766;
Retraso Previo;22;3767;
Retraso Previo;15;3768;
Retraso NAS;5;3769;
Retraso Previo;13;3770;
Retraso NAS;13;3771;
Retraso Previo;8;3772;
Retraso Compagnia;21;3773;
Retraso NAS;14;3774;
Retraso Previo;21;3775;
Retraso Previo;48;3776;
Retraso Previo;20;3777;
Retraso Compagnia;22;3778;
Retraso Compagnia;25;3779;
Retraso NAS;12;3780;
Retraso Compagnia;10;3781;
Retraso NAS;6;3782;
Retraso Previo;19;3783;
Retraso Compagnia;12;3784;
Retraso Previo;3;3785;
Retraso Compagnia;77;3786;
Retraso NAS;27;3787;
Retraso Previo;15;3788;
Retraso Compagnia;14;3789;
Retraso NAS;8;3790;
Retraso NAS;29;3791;
Retraso Compagnia;13;3792;
Retraso NAS;25;3793;
Retraso NAS;20;3794;
Retraso Compagnia;9;3795;
Retraso NAS;71;3796;
Retraso Compagnia;128;3797;
Retraso Previo;10;3798;
Retraso Compagnia;64;3799;
Retraso Compagnia;150;3800;
Retraso NAS;30;3801;
Retraso NAS;20;3802;
Retraso Compagnia;92;3803;
Retraso Compagnia;18;3804;
Retraso NAS;8;3805;
Retraso NAS;8;3806;
Retraso Previo;7;3807;
Retraso Compagnia;60;3808;
Retraso NAS;18;3809;
Retraso Compagnia;22;3810;
Retraso NAS;7;3811;
Retraso NAS;2;3812;
Retraso Previo;20;3813;
Retraso Compagnia;14;3814;
Retraso NAS;4;3815;
Retraso NAS;25;3816;
Retraso Compagnia;13;3817;
Retraso NAS;9;3818;
Retraso Compagnia;5;3819;
Retraso Previo;15;3820;
Retraso NAS;15;3821;
Retraso Compagnia;40;3822;
Retraso NAS;20;3823;
Retraso NAS;23;3824;
Retraso NAS;17;3825;
Retraso NAS;18;3826;
Retraso NAS;15;3827;
Retraso Compagnia;10;3828;
Retraso NAS;15;3829;
Retraso Previo;46;3830;
Retraso Compagnia;18;3831;
Retraso NAS;6;3832;
Retraso NAS;43;3833;
Retraso NAS;26;3834;
Retraso Compagnia;16;3835;
Retraso Previo;12;3836;
Retraso Compagnia;12;3837;
Retraso NAS;12;3838;
Retraso Compagnia;23;3839;
Retraso NAS;2;3840;
Retraso Previo;32;3841;
Retraso NAS;24;3842;
Retraso Compagnia;6;3843;
Retraso NAS;5;3844;
Retraso Previo;7;3845;
Retraso Compagnia;25;3846;
Retraso NAS;7;3847;
Retraso Compagnia;22;3848;
Retraso NAS;2;3849;
Retraso Previo;16;3850;
Retraso NAS;29;3851;
Retraso NAS;30;3852;
Retraso Compagnia;31;3853;
Retraso NAS;1;3854;
Retraso Previo;21;3855;
Retraso NAS;17;3856;
Retraso NAS;4;3857;
Retraso Previo;13;3858;
Retraso Compagnia;25;3859;
Retraso NAS;2;3860;
Retraso NAS;9;3861;
Retraso Previo;11;3862;
Retraso NAS;15;3864;
Retraso NAS;17;3865;
Retraso NAS;1;3866;
Retraso Previo;14;3867;
Retraso Compagnia;50;3868;
Retraso Compagnia;72;3869;
Retraso NAS;2;3870;
Retraso Compagnia;11;3871;
Retraso NAS;18;3872;
Retraso Previo;18;3873;
Retraso NAS;15;3874;
Retraso NAS;18;3875;
Retraso Compagnia;58;3876;
Retraso NAS;12;3877;
Retraso NAS;16;3878;
Retraso Compagnia;33;3879;
Retraso NAS;25;3880;
Retraso NAS;7;3881;
Retraso Previo;14;3882;
Retraso NAS;37;3884;
Retraso Compagnia;10;3885;
Retraso NAS;11;3886;
Retraso NAS;17;3887;
Retraso Compagnia;175;3888;
Retraso Compagnia;144;3889;
Retraso Compagnia;36;3890;
Retraso Compagnia;81;3891;
Retraso NAS;4;3892;
Retraso Previo;21;3893;
Retraso Compagnia;48;3894;
Retraso NAS;4;3895;
Retraso Compagnia;12;3896;
Retraso NAS;7;3897;
Retraso Previo;3;3898;
Retraso NAS;15;3899;
Retraso Compagnia;6;3900;
Retraso NAS;19;3901;
Retraso NAS;10;3902;
Retraso Previo;9;3903;
Retraso Compagnia;15;3904;
Retraso Previo;16;3905;
Retraso Compagnia;11;3906;
Retraso NAS;4;3907;
Retraso Compagnia;31;3908;
Retraso Compagnia;128;3909;
Retraso NAS;27;3910;
Retraso Compagnia;3;3911;
Retraso NAS;22;3912;
Retraso Previo;10;3913;
Retraso NAS;19;3914;
Retraso Compagnia;19;3915;
Retraso Previo;19;3916;
Retraso NAS;6;3917;
Retraso Previo;9;3918;
Retraso NAS;22;3919;
Retraso Previo;10;3920;
Retraso NAS;21;3921;
Retraso Compagnia;3;3922;
Retraso NAS;1;3923;
Retraso Previo;11;3924;
Retraso Compagnia;46;3925;
Retraso Previo;12;3926;
Retraso NAS;11;3927;
Retraso Previo;16;3928;
Retraso Compagnia;15;3929;
Retraso Previo;7;3930;
Retraso Compagnia;20;3931;
Retraso NAS;4;3932;
Retraso Previo;10;3933;
Retraso Compagnia;29;3934;
Retraso NAS;8;3935;
Retraso Compagnia;170;3936;
Retraso NAS;5;3937;
Retraso NAS;16;3938;
Retraso Compagnia;26;3939;
Retraso NAS;3;3940;
Retraso NAS;16;3941;
Retraso Previo;161;3942;
Retraso Compagnia;11;3943;
Retraso NAS;10;3944;
Retraso Previo;1;3945;
Retraso NAS;18;3946;
Retraso Compagnia;102;3947;
Retraso Compagnia;23;3948;
Retraso Compagnia;17;3949;
Retraso NAS;5;3950;
Retraso Compagnia;19;3951;
Retraso NAS;7;3952;
Retraso NAS;17;3953;
Retraso Compagnia;31;3954;
Retraso NAS;28;3955;
Retraso Compagnia;15;3956;
Retraso NAS;13;3957;
Retraso NAS;4;3958;
Retraso Previo;27;3959;
Retraso NAS;19;3960;
Retraso Compagnia;1;3961;
Retraso NAS;18;3962;
Retraso Previo;18;3963;
Retraso NAS;38;3964;
Retraso Compagnia;80;3965;
Retraso NAS;5;3966;
Retraso NAS;24;3967;
Retraso Compagnia;24;3968;
Retraso NAS;29;3969;
Retraso Compagnia;79;3970;
Retraso NAS;15;3971;
Retraso Compagnia;70;3972;
Retraso Compagnia;205;3973;
Retraso Compagnia;70;3974;
Retraso NAS;14;3975;
Retraso NAS;26;3976;
Retraso NAS;17;3977;
Retraso NAS;19;3978;
Retraso Previo;13;3979;
Retraso NAS;28;3980;
Retraso NAS;23;3981;
Retraso NAS;67;3983;
Retraso NAS;2;3984;
Retraso Previo;68;3985;
Retraso NAS;17;3986;
Retraso Compagnia;24;3987;
Retraso NAS;18;3988;
Retraso NAS;23;3989;
Retraso NAS;25;3990;
Retraso Compagnia;37;3991;
Retraso NAS;6;3992;
Retraso Compagnia;18;3993;
Retraso NAS;14;3994;
Retraso Previo;16;3995;
Retraso NAS;18;3996;
Retraso NAS;18;3997;
Retraso NAS;31;3998;
Retraso Previo;35;3999;
Retraso NAS;15;4000;
Retraso NAS;17;4001;
Retraso NAS;41;4002;
Retraso NAS;16;4003;
Retraso NAS;16;4004;
Retraso Compagnia;3;4005;
Retraso NAS;21;4006;
Retraso Previo;15;4007;
Retraso Compagnia;8;4008;
Retraso NAS;9;4009;
Retraso Compagnia;18;4010;
Retraso NAS;23;4011;
Retraso NAS;29;4012;
Retraso Compagnia;3;4013;
Retraso Previo;26;4014;
Retraso Desvio;144;4016;
Retraso Desvio;132;4018;
Retraso Desvio;183;4020;
Retraso Compagnia;14;4021;
Retraso NAS;18;4022;
Retraso Compagnia;10;4023;
Retraso NAS;3;4024;
Retraso Previo;32;4025;
Retraso Previo;27;4026;
Retraso NAS;3;4027;
Retraso Previo;22;4028;
Retraso Compagnia;15;4029;
Retraso Meteorologico;7;4030;
Retraso Previo;1;4031;
Retraso NAS;2;4032;
Retraso Previo;18;4033;
Retraso Compagnia;17;4034;
Retraso NAS;15;4035;
Retraso Previo;17;4036;
Retraso NAS;16;4037;
Retraso Previo;10;4038;
Retraso Previo;16;4039;
Retraso Compagnia;27;4040;
Retraso NAS;5;4041;
Retraso Compagnia;62;4043;
Retraso Previo;59;4044;
Retraso Previo;22;4045;
Retraso Compagnia;11;4046;
Retraso NAS;11;4047;
Retraso Previo;35;4048;
Retraso Compagnia;4;4049;
Retraso NAS;13;4050;
Retraso Previo;126;4051;
Retraso Previo;16;4052;
Retraso Previo;27;4053;
Retraso Compagnia;17;4054;
Retraso NAS;20;4055;
Retraso Previo;7;4056;
Retraso Compagnia;1;4057;
Retraso NAS;9;4058;
Retraso Previo;22;4059;
Retraso NAS;1;4060;
Retraso Previo;28;4061;
Retraso Compagnia;128;4062;
Retraso Compagnia;8;4064;
Retraso NAS;8;4065;
Retraso Previo;8;4066;
Retraso Compagnia;22;4067;
Retraso NAS;21;4068;
Retraso Compagnia;66;4069;
Retraso NAS;4;4070;
Retraso Compagnia;11;4071;
Retraso Previo;6;4072;
Retraso Compagnia;90;4073;
Retraso NAS;4;4074;
Retraso Previo;2;4075;
Retraso Compagnia;69;4076;
Retraso Previo;16;4077;
Retraso Previo;92;4078;
Retraso NAS;7;4079;
Retraso Previo;57;4080;
Retraso NAS;21;4081;
Retraso NAS;3;4082;
Retraso Previo;13;4083;
Retraso Compagnia;96;4084;
Retraso Previo;77;4085;
Retraso Compagnia;54;4086;
Retraso Previo;30;4087;
Retraso NAS;28;4088;
Retraso NAS;21;4089;
Retraso Compagnia;33;4090;
Retraso Previo;27;4091;
Retraso Previo;198;4092;
Retraso Previo;32;4093;
Retraso Compagnia;4;4094;
Retraso NAS;11;4095;
Retraso Previo;3;4096;
Retraso Previo;16;4097;
Retraso Previo;22;4098;
Retraso NAS;15;4099;
Retraso Compagnia;85;4100;
Retraso NAS;1;4101;
Retraso NAS;19;4102;
Retraso Compagnia;6;4103;
Retraso NAS;9;4104;
Retraso Compagnia;8;4105;
Retraso NAS;32;4106;
Retraso Previo;18;4107;
Retraso Compagnia;204;4109;
Retraso Previo;19;4110;
Retraso Compagnia;8;4111;
Retraso Previo;11;4112;
Retraso NAS;7;4113;
Retraso Previo;17;4114;
Retraso NAS;32;4115;
Retraso NAS;33;4116;
Retraso Meteorologico;57;4117;
Retraso Previo;23;4118;
Retraso Previo;28;4119;
Retraso NAS;6;4120;
Retraso Previo;25;4121;
Retraso NAS;10;4122;
Retraso Previo;15;4123;
Retraso Compagnia;13;4124;
Retraso NAS;5;4125;
Retraso Compagnia;44;4126;
Retraso Compagnia;3;4127;
Retraso NAS;2;4128;
Retraso Previo;12;4129;
Retraso NAS;25;4130;
Retraso Compagnia;61;4131;
Retraso Previo;25;4132;
Retraso Compagnia;16;4133;
Retraso NAS;17;4134;
Retraso NAS;15;4135;
Retraso Compagnia;3;4136;
Retraso Previo;13;4137;
Retraso Compagnia;10;4138;
Retraso NAS;12;4139;
Retraso Previo;17;4140;
Retraso NAS;5;4141;
Retraso Previo;20;4142;
Retraso Compagnia;119;4143;
Retraso NAS;26;4144;
Retraso Compagnia;9;4145;
Retraso NAS;10;4146;
Retraso NAS;16;4147;
Retraso Compagnia;20;4148;
Retraso NAS;23;4149;
Retraso NAS;39;4150;
Retraso Previo;22;4151;
Retraso NAS;18;4152;
Retraso Compagnia;6;4153;
Retraso NAS;15;4154;
Retraso Previo;8;4155;
Retraso Previo;18;4156;
Retraso Compagnia;115;4157;
Retraso Previo;101;4158;
Retraso Compagnia;25;4159;
Retraso NAS;16;4160;
Retraso NAS;15;4161;
Retraso Compagnia;15;4162;
Retraso NAS;25;4163;
Retraso Compagnia;22;4164;
Retraso NAS;11;4165;
Retraso Previo;30;4166;
Retraso Previo;42;4167;
Retraso Compagnia;12;4169;
Retraso NAS;3;4170;
Retraso Compagnia;2;4171;
Retraso NAS;17;4172;
Retraso NAS;24;4173;
Retraso NAS;7;4174;
Retraso Previo;20;4175;
Retraso Compagnia;8;4176;
Retraso NAS;7;4177;
Retraso Compagnia;231;4178;
Retraso NAS;8;4179;
Retraso NAS;16;4180;
Retraso NAS;33;4181;
Retraso NAS;29;4182;
Retraso Previo;18;4183;
Retraso Compagnia;1;4184;
Retraso NAS;8;4185;
Retraso Previo;9;4186;
Retraso Meteorologico;23;4187;
Retraso NAS;15;4188;
Retraso NAS;14;4190;
Retraso Previo;47;4191;
Retraso Compagnia;1;4192;
Retraso NAS;18;4193;
Retraso NAS;28;4194;
Retraso Compagnia;27;4195;
Retraso NAS;16;4196;
Retraso Compagnia;48;4197;
Retraso Compagnia;150;4198;
Retraso Previo;141;4199;
Retraso Compagnia;25;4200;
Retraso NAS;1;4201;
Retraso Previo;5;4202;
Retraso Previo;90;4203;
Retraso NAS;7;4204;
Retraso Previo;18;4205;
Retraso Compagnia;5;4206;
Retraso NAS;23;4207;
Retraso NAS;8;4208;
Retraso Previo;17;4209;
Retraso Compagnia;126;4210;
Retraso Previo;4;4211;
Retraso NAS;2;4212;
Retraso Previo;122;4213;
Retraso Compagnia;5;4214;
Retraso NAS;11;4215;
Retraso Compagnia;42;4216;
Retraso Meteorologico;5;4217;
Retraso Previo;31;4218;
Retraso Previo;56;4219;
Retraso Compagnia;69;4220;
Retraso NAS;18;4221;
Retraso NAS;22;4222;
Retraso Compagnia;39;4223;
Retraso Compagnia;28;4224;
Retraso NAS;10;4225;
Retraso Previo;6;4226;
Retraso NAS;20;4227;
Retraso Compagnia;77;4228;
Retraso Compagnia;50;4229;
Retraso Previo;55;4230;
Retraso Compagnia;37;4231;
Retraso Previo;8;4232;
Retraso Previo;88;4233;
Retraso Previo;18;4234;
Retraso NAS;17;4235;
Retraso Previo;60;4236;
Retraso Compagnia;66;4237;
Retraso Meteorologico;35;4238;
Retraso NAS;20;4239;
Retraso NAS;11;4240;
Retraso Previo;4;4241;
Retraso Compagnia;3;4242;
Retraso NAS;7;4243;
Retraso Previo;103;4244;
Retraso NAS;17;4245;
Retraso NAS;17;4246;
Retraso Compagnia;9;4247;
Retraso NAS;16;4248;
Retraso Previo;21;4249;
Retraso Compagnia;5;4250;
Retraso NAS;23;4251;
Retraso Compagnia;11;4252;
Retraso NAS;4;4253;
Retraso Compagnia;13;4254;
Retraso NAS;17;4255;
Retraso Previo;1;4256;
Retraso Previo;19;4257;
Retraso NAS;16;4258;
Retraso NAS;28;4259;
Retraso NAS;89;4260;
Retraso NAS;15;4261;
Retraso Compagnia;9;4262;
Retraso NAS;11;4263;
Retraso Previo;23;4264;
Retraso Compagnia;16;4265;
Retraso Previo;31;4266;
Retraso Compagnia;10;4267;
Retraso Previo;13;4268;
Retraso Compagnia;8;4269;
Retraso NAS;24;4270;
Retraso NAS;22;4271;
Retraso NAS;18;4272;
Retraso Compagnia;35;4273;
Retraso NAS;3;4274;
Retraso Previo;8;4275;
Retraso Compagnia;163;4276;
Retraso NAS;16;4277;
Retraso Compagnia;17;4278;
Retraso NAS;5;4279;
Retraso Previo;5;4280;
Retraso NAS;18;4281;
Retraso Meteorologico;34;4282;
Retraso Compagnia;13;4283;
Retraso NAS;15;4284;
Retraso Compagnia;62;4285;
Retraso NAS;8;4286;
Retraso Previo;49;4287;
Retraso Previo;21;4288;
Retraso Previo;105;4289;
Retraso Meteorologico;83;4290;
Retraso Compagnia;80;4291;
Retraso NAS;1;4292;
Retraso NAS;7;4293;
Retraso Previo;63;4294;
Retraso Compagnia;57;4295;
Retraso NAS;53;4296;
Retraso Compagnia;34;4297;
Retraso Compagnia;412;4298;
Retraso NAS;11;4299;
Retraso NAS;6;4300;
Retraso Previo;9;4301;
Retraso NAS;7;4302;
Retraso Previo;10;4303;
Retraso NAS;27;4304;
Retraso NAS;15;4305;
Retraso Compagnia;1;4306;
Retraso Previo;15;4307;
Retraso NAS;15;4308;
Retraso Previo;42;4309;
Retraso Compagnia;4;4310;
Retraso NAS;8;4311;
Retraso Previo;12;4312;
Retraso Compagnia;10;4314;
Retraso Previo;20;4315;
Retraso Previo;16;4316;
Retraso Previo;130;4317;
Retraso NAS;17;4318;
Retraso Compagnia;3;4319;
Retraso NAS;3;4320;
Retraso Previo;15;4321;
Retraso Compagnia;18;4322;
Retraso Previo;26;4323;
Retraso Previo;19;4324;
Retraso NAS;24;4325;
Retraso Compagnia;44;4326;
Retraso NAS;11;4327;
Retraso NAS;5;4328;
Retraso Previo;39;4329;
Retraso Previo;33;4330;
Retraso Compagnia;267;4331;
Retraso Compagnia;12;4332;
Retraso NAS;8;4333;
Retraso Previo;1;4334;
Retraso NAS;15;4335;
Retraso NAS;17;4336;
Retraso Compagnia;8;4337;
Retraso NAS;2;4338;
Retraso Previo;14;4339;
Retraso Compagnia;17;4340;
Retraso NAS;5;4341;
Retraso NAS;15;4342;
Retraso NAS;28;4343;
Retraso NAS;20;4344;
Retraso Previo;25;4345;
Retraso Previo;25;4346;
Retraso Compagnia;69;4347;
Retraso NAS;10;4348;
Retraso Previo;68;4349;
Retraso Previo;17;4350;
Retraso Compagnia;13;4351;
Retraso Previo;11;4352;
Retraso Compagnia;54;4353;
Retraso NAS;3;4354;
Retraso Compagnia;20;4355;
Retraso NAS;15;4356;
Retraso Compagnia;45;4357;
Retraso Compagnia;100;4358;
Retraso NAS;5;4359;
Retraso Previo;5;4360;
Retraso Compagnia;19;4361;
Retraso Previo;31;4362;
Retraso Compagnia;60;4363;
Retraso NAS;1;4364;
Retraso Previo;2;4365;
Retraso NAS;17;4366;
Retraso Previo;26;4367;
Retraso Compagnia;59;4368;
Retraso NAS;4;4369;
Retraso NAS;3;4370;
Retraso Previo;59;4371;
Retraso Compagnia;1;4372;
Retraso NAS;14;4373;
Retraso Compagnia;65;4374;
Retraso Previo;10;4375;
Retraso Previo;50;4376;
Retraso Compagnia;19;4377;
Retraso Previo;16;4378;
Retraso Compagnia;24;4379;
Retraso Compagnia;66;4380;
Retraso NAS;19;4381;
Retraso Previo;42;4382;
Retraso NAS;4;4383;
Retraso Previo;88;4384;
Retraso NAS;15;4385;
Retraso NAS;15;4386;
Retraso NAS;7;4387;
Retraso Previo;53;4388;
Retraso NAS;31;4389;
Retraso Compagnia;15;4390;
Retraso NAS;11;4391;
Retraso NAS;42;4392;
Retraso Compagnia;20;4393;
Retraso Previo;15;4394;
Retraso NAS;19;4395;
Retraso Meteorologico;26;4396;
Retraso NAS;12;4397;
Retraso NAS;19;4398;
Retraso Compagnia;60;4399;
Retraso Previo;60;4400;
Retraso NAS;24;4401;
Retraso Previo;27;4402;
Retraso NAS;3;4403;
Retraso Previo;49;4404;
Retraso NAS;7;4405;
Retraso Previo;25;4406;
Retraso Previo;25;4407;
Retraso Compagnia;12;4408;
Retraso NAS;6;4409;
Retraso Previo;8;4410;
Retraso NAS;16;4411;
Retraso Compagnia;37;4412;
Retraso NAS;18;4413;
Retraso Compagnia;5;4414;
Retraso NAS;20;4415;
Retraso Previo;21;4416;
Retraso Compagnia;10;4417;
Retraso NAS;21;4418;
Retraso NAS;30;4419;
Retraso NAS;22;4420;
Retraso NAS;2;4421;
Retraso Previo;21;4422;
Retraso Previo;99;4423;
Retraso NAS;21;4424;
Retraso Compagnia;31;4425;
Retraso Meteorologico;52;4426;
Retraso NAS;5;4427;
Retraso Compagnia;27;4428;
Retraso Meteorologico;37;4429;
Retraso NAS;1;4430;
Retraso Previo;52;4431;
Retraso Previo;123;4432;
Retraso NAS;17;4433;
Retraso Compagnia;14;4434;
Retraso NAS;10;4435;
Retraso Previo;8;4436;
Retraso Previo;24;4437;
Retraso Previo;28;4438;
Retraso NAS;9;4439;
Retraso Previo;10;4440;
Retraso Compagnia;52;4441;
Retraso NAS;6;4442;
Retraso Compagnia;10;4443;
Retraso NAS;16;4444;
Retraso Compagnia;28;4445;
Retraso Previo;19;4446;
Retraso Compagnia;13;4447;
Retraso NAS;14;4448;
Retraso Previo;33;4449;
Retraso NAS;15;4450;
Retraso Compagnia;5;4451;
Retraso NAS;12;4452;
Retraso NAS;18;4453;
Retraso NAS;30;4454;
Retraso Compagnia;12;4455;
Retraso NAS;8;4456;
Retraso Compagnia;7;4457;
Retraso NAS;9;4458;
Retraso Compagnia;1;4459;
Retraso NAS;29;4460;
Retraso NAS;31;4461;
Retraso Compagnia;5;4462;
Retraso NAS;30;4463;
Retraso Compagnia;20;4464;
Retraso NAS;8;4465;
Retraso Compagnia;22;4466;
Retraso NAS;2;4467;
Retraso Compagnia;75;4468;
Retraso Previo;13;4469;
Retraso Previo;75;4470;
Retraso Previo;19;4471;
Retraso NAS;26;4472;
Retraso Compagnia;13;4473;
Retraso NAS;17;4474;
Retraso NAS;29;4475;
Retraso NAS;529;4476;
Retraso Compagnia;1;4477;
Retraso Previo;26;4478;
Retraso NAS;5;4479;
Retraso Previo;20;4480;
Retraso Compagnia;22;4481;
Retraso NAS;7;4482;
Retraso NAS;4;4483;
Retraso Previo;14;4484;
Retraso Previo;49;4485;
Retraso Compagnia;44;4486;
Retraso Previo;19;4487;
Retraso Compagnia;8;4488;
Retraso NAS;6;4489;
Retraso Previo;13;4490;
Retraso Compagnia;41;4491;
Retraso NAS;25;4492;
Retraso NAS;22;4494;
Retraso NAS;17;4495;
Retraso Compagnia;77;4496;
Retraso NAS;7;4497;
Retraso NAS;18;4498;
Retraso Compagnia;15;4499;
Retraso NAS;29;4500;
Retraso Previo;52;4501;
Retraso Compagnia;6;4502;
Retraso NAS;22;4503;
Retraso Previo;16;4504;
Retraso Compagnia;41;4505;
Retraso Compagnia;18;4506;
Retraso NAS;4;4507;
Retraso Previo;14;4508;
Retraso Compagnia;9;4509;
Retraso NAS;1;4510;
Retraso Previo;8;4511;
Retraso Compagnia;31;4512;
Retraso Meteorologico;8;4513;
Retraso NAS;23;4514;
Retraso Previo;21;4515;
Retraso NAS;12;4516;
Retraso Previo;5;4517;
Retraso Compagnia;15;4518;
Retraso NAS;8;4519;
Retraso NAS;18;4520;
Retraso NAS;11;4521;
Retraso Previo;41;4522;
Retraso Previo;34;4523;
Retraso Compagnia;38;4524;
Retraso NAS;1;4525;
Retraso NAS;5;4526;
Retraso Previo;26;4527;
Retraso NAS;16;4528;
Retraso NAS;22;4529;
Retraso Compagnia;6;4530;
Retraso NAS;19;4531;
Retraso Compagnia;16;4532;
Retraso NAS;13;4533;
Retraso Compagnia;347;4534;
Retraso Previo;52;4535;
Retraso Previo;50;4536;
Retraso Compagnia;12;4537;
Retraso NAS;12;4538;
Retraso Previo;7;4539;
Retraso NAS;82;4540;
Retraso NAS;16;4541;
Retraso Compagnia;5;4542;
Retraso NAS;6;4543;
Retraso Previo;23;4544;
Retraso Previo;26;4545;
Retraso Compagnia;2;4546;
Retraso NAS;21;4547;
Retraso Previo;21;4548;
Retraso Compagnia;12;4549;
Retraso Previo;6;4550;
Retraso Compagnia;98;4551;
Retraso Compagnia;48;4552;
Retraso Meteorologico;9;4553;
Retraso NAS;13;4554;
Retraso Compagnia;11;4555;
Retraso NAS;10;4556;
Retraso Previo;9;4557;
Retraso Compagnia;10;4558;
Retraso NAS;9;4559;
Retraso NAS;18;4560;
Retraso Previo;28;4561;
Retraso Previo;62;4562;
Retraso Previo;25;4563;
Retraso Compagnia;28;4564;
Retraso NAS;18;4565;
Retraso NAS;32;4566;
Retraso NAS;22;4567;
Retraso Previo;25;4568;
Retraso Previo;73;4569;
Retraso NAS;15;4570;
Retraso Compagnia;6;4571;
Retraso NAS;24;4572;
Retraso Previo;87;4573;
Retraso Previo;39;4574;
Retraso Compagnia;9;4575;
Retraso NAS;17;4576;
Retraso NAS;34;4577;
Retraso Compagnia;5;4578;
Retraso NAS;8;4579;
Retraso Previo;21;4580;
Retraso NAS;6;4581;
Retraso Previo;17;4582;
Retraso NAS;4;4583;
Retraso Previo;12;4584;
Retraso Compagnia;11;4585;
Retraso NAS;18;4586;
Retraso Previo;82;4587;
Retraso Compagnia;23;4588;
Retraso NAS;17;4589;
Retraso Compagnia;29;4590;
Retraso Compagnia;5;4591;
Retraso NAS;25;4592;
Retraso Previo;58;4593;
Retraso NAS;46;4594;
Retraso Compagnia;139;4595;
Retraso Compagnia;26;4596;
Retraso NAS;8;4597;
Retraso Previo;10;4598;
Retraso Compagnia;109;4599;
Retraso Previo;5;4600;
Retraso Compagnia;7;4601;
Retraso NAS;13;4602;
Retraso Previo;19;4603;
Retraso Compagnia;2;4604;
Retraso NAS;21;4605;
Retraso Compagnia;21;4606;
Retraso Previo;16;4607;
Retraso NAS;16;4608;
Retraso Compagnia;6;4609;
Retraso NAS;26;4610;
Retraso Compagnia;2;4611;
Retraso NAS;3;4612;
Retraso Previo;12;4613;
Retraso Compagnia;7;4614;
Retraso NAS;9;4615;
Retraso Previo;3;4616;
Retraso NAS;17;4617;
Retraso NAS;22;4618;
Retraso Compagnia;8;4619;
Retraso Previo;27;4620;
Retraso Compagnia;199;4621;
Retraso Previo;30;4622;
Retraso NAS;33;4623;
Retraso Previo;20;4624;
Retraso Previo;16;4625;
Retraso NAS;2;4626;
Retraso Previo;16;4627;
Retraso Compagnia;32;4628;
Retraso Previo;12;4629;
Retraso Previo;21;4630;
Retraso Compagnia;26;4631;
Retraso NAS;2;4632;
Retraso Previo;39;4633;
Retraso Compagnia;12;4634;
Retraso NAS;8;4635;
Retraso NAS;17;4636;
Retraso Previo;42;4637;
Retraso NAS;31;4638;
Retraso NAS;7;4639;
Retraso Previo;9;4640;
Retraso Compagnia;20;4641;
Retraso NAS;22;4642;
Retraso NAS;16;4643;
Retraso Compagnia;1;4644;
Retraso NAS;22;4645;
Retraso Compagnia;6;4646;
Retraso NAS;14;4647;
Retraso Compagnia;9;4648;
Retraso NAS;46;4649;
Retraso Previo;2;4650;
Retraso NAS;23;4651;
Retraso NAS;15;4652;
Retraso Compagnia;11;4653;
Retraso NAS;15;4654;
Retraso Compagnia;1;4655;
Retraso NAS;20;4656;
Retraso Compagnia;16;4657;
Retraso Compagnia;12;4658;
Retraso NAS;13;4659;
Retraso Meteorologico;3;4660;
