causa();duracion(carrierDelay/weatherDelay/Retraso NASDelay/securityDelay/lateAircraftDelay/divArrDelay);idIncidencia();
Retraso NAS;115;6790;
Retraso NAS;17;6791;
Retraso NAS;19;6792;
Retraso Compagnia;11;6793;
Retraso NAS;7;6794;
Retraso Previo;7;6795;
Retraso NAS;104;6796;
Retraso Compagnia;28;6797;
Retraso NAS;8;6798;
Retraso NAS;148;6799;
Retraso NAS;17;6800;
Retraso Compagnia;26;6801;
Retraso Meteorologico;64;6802;
Retraso NAS;27;6803;
Retraso Compagnia;26;6804;
Retraso Compagnia;1;6805;
Retraso NAS;21;6806;
Retraso Previo;25;6807;
Retraso Compagnia;16;6808;
Retraso NAS;1;6809;
Retraso NAS;24;6810;
Retraso Compagnia;10;6811;
Retraso NAS;21;6812;
Retraso Compagnia;69;6813;
Retraso Meteorologico;30;6814;
Retraso Compagnia;31;6815;
Retraso NAS;16;6816;
Retraso NAS;26;6817;
Retraso NAS;30;6818;
Retraso Compagnia;15;6819;
Retraso Compagnia;9;6820;
Retraso NAS;17;6821;
Retraso Previo;15;6822;
Retraso Compagnia;34;6823;
Retraso Meteorologico;17;6824;
Retraso Compagnia;20;6825;
Retraso Compagnia;18;6826;
Retraso Compagnia;21;6827;
Retraso Compagnia;9;6828;
Retraso NAS;16;6829;
Retraso NAS;24;6830;
Retraso NAS;30;6831;
Retraso Compagnia;5;6832;
Retraso Previo;25;6833;
Retraso Compagnia;8;6834;
Retraso NAS;6;6835;
Retraso Previo;58;6836;
Retraso NAS;30;6837;
Retraso Compagnia;37;6838;
Retraso Compagnia;59;6839;
Retraso NAS;9;6840;
Retraso NAS;20;6841;
Retraso NAS;32;6842;
Retraso Compagnia;32;6843;
Retraso NAS;10;6844;
Retraso Previo;19;6845;
Retraso NAS;22;6846;
Retraso Compagnia;44;6847;
Retraso NAS;1;6848;
Retraso Compagnia;28;6849;
Retraso Compagnia;15;6850;
Retraso Compagnia;31;6851;
Retraso NAS;18;6852;
Retraso NAS;37;6853;
Retraso NAS;21;6854;
Retraso NAS;11;6855;
Retraso Previo;19;6856;
Retraso Compagnia;40;6857;
Retraso NAS;34;6858;
Retraso Compagnia;110;6859;
Retraso Compagnia;21;6860;
Retraso NAS;82;6861;
Retraso Compagnia;16;6862;
Retraso NAS;23;6863;
Retraso Previo;72;6864;
Retraso NAS;20;6865;
Retraso Compagnia;18;6866;
Retraso Compagnia;12;6867;
Retraso NAS;7;6868;
Retraso NAS;99;6869;
Retraso NAS;17;6870;
Retraso NAS;34;6871;
Retraso Compagnia;8;6872;
Retraso NAS;7;6873;
Retraso Compagnia;4;6874;
Retraso Previo;11;6875;
Retraso NAS;22;6876;
Retraso Compagnia;152;6877;
Retraso Compagnia;12;6878;
Retraso NAS;5;6879;
Retraso Previo;3;6880;
Retraso NAS;20;6881;
Retraso Meteorologico;41;6882;
Retraso NAS;15;6883;
Retraso NAS;21;6884;
Retraso NAS;16;6885;
Retraso Compagnia;247;6886;
Retraso Previo;64;6887;
Retraso Compagnia;19;6888;
Retraso NAS;20;6889;
Retraso NAS;20;6890;
Retraso NAS;17;6891;
Retraso Compagnia;15;6892;
Retraso Compagnia;22;6893;
Retraso Compagnia;49;6894;
Retraso Compagnia;9;6895;
Retraso NAS;11;6896;
Retraso Previo;15;6897;
Retraso NAS;20;6898;
Retraso Compagnia;32;6899;
Retraso NAS;7;6900;
Retraso Previo;40;6901;
Retraso Compagnia;21;6902;
Retraso NAS;14;6903;
Retraso Compagnia;17;6904;
Retraso NAS;11;6905;
Retraso NAS;44;6906;
Retraso NAS;15;6907;
Retraso Previo;116;6908;
Retraso Compagnia;11;6909;
Retraso NAS;11;6910;
Retraso Compagnia;30;6911;
Retraso Meteorologico;30;6912;
Retraso Meteorologico;20;6913;
Retraso Previo;7;6914;
Retraso Meteorologico;1;6915;
Retraso NAS;1;6916;
Retraso Previo;32;6917;
Retraso Meteorologico;15;6918;
Retraso NAS;16;6919;
Retraso Meteorologico;22;6920;
Retraso NAS;55;6921;
Retraso Previo;33;6922;
Retraso Previo;18;6923;
Retraso Compagnia;19;6924;
Retraso NAS;45;6925;
Retraso NAS;41;6926;
Retraso NAS;42;6927;
Retraso NAS;24;6928;
Retraso Compagnia;41;6929;
Retraso NAS;18;6930;
Retraso NAS;25;6931;
Retraso Compagnia;20;6932;
Retraso NAS;4;6933;
Retraso NAS;17;6934;
Retraso NAS;15;6935;
Retraso NAS;22;6936;
Retraso NAS;17;6937;
Retraso Compagnia;22;6938;
Retraso NAS;3;6939;
Retraso Compagnia;26;6940;
Retraso NAS;4;6941;
Retraso NAS;25;6942;
Retraso Compagnia;36;6943;
Retraso Compagnia;12;6944;
Retraso NAS;13;6945;
Retraso Compagnia;27;6946;
Retraso NAS;4;6947;
Retraso Compagnia;69;6948;
Retraso NAS;18;6949;
Retraso Compagnia;4;6950;
Retraso Previo;83;6951;
Retraso NAS;5;6952;
Retraso Previo;69;6953;
Retraso NAS;33;6954;
Retraso Previo;31;6955;
Retraso Compagnia;251;6956;
Retraso NAS;9;6957;
Retraso Meteorologico;29;6958;
Retraso NAS;20;6959;
Retraso Meteorologico;33;6960;
Retraso Compagnia;33;6961;
Retraso Compagnia;16;6962;
Retraso Previo;46;6963;
Retraso Compagnia;15;6964;
Retraso NAS;5;6965;
Retraso Compagnia;132;6966;
Retraso Compagnia;12;6967;
Retraso NAS;5;6968;
Retraso NAS;17;6969;
Retraso Compagnia;17;6970;
Retraso Compagnia;46;6971;
Retraso Compagnia;66;6972;
Retraso Previo;3;6973;
Retraso NAS;17;6974;
Retraso Compagnia;7;6975;
Retraso NAS;7;6976;
Retraso Previo;7;6977;
Retraso NAS;12;6978;
Retraso Previo;16;6979;
Retraso Compagnia;20;6980;
Retraso Compagnia;11;6981;
Retraso NAS;13;6982;
Retraso Previo;37;6983;
Retraso NAS;21;6984;
Retraso NAS;37;6985;
Retraso Meteorologico;19;6986;
Retraso NAS;20;6987;
Retraso Compagnia;12;6988;
Retraso Previo;59;6989;
Retraso Compagnia;82;6990;
Retraso Desvio;39;6993;
Retraso NAS;48;6994;
Retraso Compagnia;60;6995;
Retraso NAS;11;6996;
Retraso Compagnia;75;6998;
Retraso NAS;20;6999;
Retraso Compagnia;24;7000;
Retraso Compagnia;20;7001;
Retraso NAS;2;7002;
Retraso NAS;37;7003;
Retraso Compagnia;5;7007;
Retraso NAS;11;7008;
Retraso Compagnia;10;7009;
Retraso NAS;14;7010;
Retraso Compagnia;73;7011;
Retraso Compagnia;20;7012;
Retraso NAS;17;7013;
Retraso Compagnia;77;7014;
Retraso Compagnia;13;7015;
Retraso NAS;13;7016;
Retraso Compagnia;23;7017;
Retraso NAS;19;7018;
Retraso NAS;29;7019;
Retraso Compagnia;72;7020;
Retraso Compagnia;35;7021;
Retraso Compagnia;39;7022;
Retraso NAS;12;7023;
Retraso Compagnia;65;7025;
Retraso Compagnia;67;7026;
Retraso Compagnia;70;7027;
Retraso Compagnia;17;7028;
Retraso NAS;60;7029;
Retraso Meteorologico;69;7030;
Retraso NAS;7;7031;
Retraso Compagnia;49;7033;
Retraso Compagnia;20;7034;
Retraso NAS;9;7035;
Retraso NAS;23;7036;
Retraso Compagnia;35;7037;
Retraso Compagnia;24;7038;
Retraso Compagnia;16;7039;
Retraso Compagnia;31;7040;
Retraso Compagnia;31;7042;
Retraso Meteorologico;25;7043;
Retraso NAS;5;7044;
Retraso Compagnia;10;7045;
Retraso NAS;7;7046;
Retraso Compagnia;155;7047;
Retraso NAS;8;7048;
Retraso NAS;17;7049;
Retraso NAS;17;7050;
Retraso NAS;53;7052;
Retraso NAS;100;7053;
Retraso NAS;30;7054;
Retraso NAS;83;7055;
Retraso NAS;37;7056;
Retraso NAS;73;7057;
Retraso Meteorologico;17;7058;
Retraso NAS;41;7059;
Retraso Meteorologico;15;7061;
Retraso NAS;6;7062;
Retraso Meteorologico;35;7063;
Retraso NAS;3;7064;
Retraso Compagnia;23;7066;
Retraso Compagnia;20;7067;
Retraso NAS;28;7068;
Retraso Compagnia;23;7069;
Retraso NAS;20;7070;
Retraso Compagnia;16;7071;
Retraso NAS;4;7072;
Retraso Compagnia;2;7073;
Retraso NAS;19;7074;
Retraso NAS;17;7075;
Retraso NAS;25;7076;
Retraso Compagnia;25;7077;
Retraso Meteorologico;30;7078;
Retraso NAS;20;7079;
Retraso NAS;49;7080;
Retraso Compagnia;32;7081;
Retraso Compagnia;70;7082;
Retraso NAS;10;7083;
Retraso NAS;19;7084;
Retraso NAS;39;7085;
Retraso Compagnia;40;7086;
Retraso NAS;15;7087;
Retraso Compagnia;80;7089;
Retraso NAS;35;7090;
Retraso NAS;15;7091;
Retraso Meteorologico;57;7092;
Retraso NAS;61;7094;
Retraso NAS;26;7095;
Retraso Compagnia;25;7096;
Retraso Compagnia;17;7097;
Retraso Compagnia;10;7098;
Retraso NAS;23;7099;
Retraso NAS;18;7100;
Retraso Compagnia;90;7101;
Retraso NAS;6;7102;
Retraso NAS;35;7104;
Retraso NAS;15;7105;
Retraso NAS;16;7106;
Retraso NAS;25;7107;
Retraso Compagnia;10;7108;
Retraso NAS;5;7109;
Retraso Compagnia;16;7110;
Retraso Compagnia;17;7111;
Retraso NAS;10;7112;
Retraso Compagnia;55;7113;
Retraso NAS;14;7114;
Retraso Compagnia;34;7115;
Retraso Compagnia;165;7116;
Retraso NAS;19;7117;
Retraso Compagnia;20;7118;
Retraso NAS;5;7119;
Retraso Compagnia;115;7120;
Retraso Meteorologico;29;7121;
Retraso Meteorologico;40;7122;
Retraso NAS;3;7123;
Retraso Compagnia;20;7124;
Retraso NAS;4;7125;
Retraso Compagnia;38;7126;
Retraso Compagnia;32;7127;
Retraso Compagnia;17;7130;
Retraso Compagnia;30;7131;
Retraso Meteorologico;55;7132;
Retraso NAS;2;7133;
Retraso Meteorologico;29;7134;
Retraso NAS;11;7135;
Retraso Compagnia;41;7136;
Retraso NAS;2;7137;
Retraso Meteorologico;10;7138;
Retraso NAS;19;7139;
Retraso NAS;29;7140;
Retraso NAS;18;7141;
Retraso Compagnia;48;7142;
Retraso Compagnia;10;7143;
Retraso NAS;17;7144;
Retraso NAS;31;7145;
Retraso NAS;37;7146;
Retraso NAS;15;7147;
Retraso NAS;309;7148;
Retraso Compagnia;70;7149;
Retraso Meteorologico;399;7150;
Retraso Compagnia;40;7151;
Retraso Compagnia;7;7152;
Retraso NAS;10;7153;
Retraso Meteorologico;139;7154;
Retraso NAS;19;7155;
Retraso Meteorologico;45;7156;
Retraso NAS;6;7157;
Retraso Compagnia;37;7158;
Retraso Meteorologico;43;7159;
Retraso Previo;21;7160;
Retraso Compagnia;65;7161;
Retraso NAS;28;7162;
Retraso Compagnia;24;7163;
Retraso Compagnia;60;7164;
Retraso NAS;19;7165;
Retraso Compagnia;18;7166;
Retraso NAS;35;7167;
Retraso Compagnia;92;7168;
Retraso Compagnia;17;7169;
Retraso NAS;2;7170;
Retraso Meteorologico;22;7171;
Retraso NAS;21;7172;
Retraso Compagnia;260;7173;
Retraso NAS;9;7174;
Retraso NAS;32;7175;
Retraso Compagnia;85;7176;
Retraso NAS;31;7177;
Retraso Meteorologico;23;7178;
Retraso NAS;10;7179;
Retraso NAS;82;7180;
Retraso Compagnia;83;7182;
Retraso NAS;3;7183;
Retraso Meteorologico;60;7184;
Retraso NAS;3;7185;
Retraso Compagnia;93;7186;
Retraso Compagnia;22;7187;
Retraso Compagnia;43;7188;
Retraso NAS;20;7189;
Retraso Meteorologico;4;7191;
Retraso NAS;39;7192;
Retraso NAS;25;7193;
Retraso Compagnia;26;7195;
Retraso Meteorologico;175;7196;
Retraso NAS;27;7197;
Retraso Meteorologico;45;7199;
Retraso Compagnia;20;7200;
Retraso NAS;6;7201;
Retraso Meteorologico;110;7202;
Retraso NAS;21;7203;
Retraso NAS;75;7204;
Retraso Compagnia;31;7205;
Retraso NAS;179;7206;
Retraso Compagnia;88;7207;
Retraso Compagnia;20;7208;
Retraso NAS;16;7209;
Retraso Compagnia;28;7210;
Retraso Compagnia;20;7212;
Retraso NAS;8;7213;
Retraso Compagnia;65;7214;
Retraso NAS;3;7215;
Retraso Compagnia;20;7216;
Retraso NAS;5;7217;
Retraso NAS;20;7218;
Retraso NAS;16;7219;
Retraso NAS;25;7220;
Retraso Meteorologico;75;7221;
Retraso NAS;65;7222;
Retraso Meteorologico;15;7223;
Retraso NAS;15;7224;
Retraso Compagnia;19;7227;
Retraso NAS;34;7228;
Retraso Compagnia;65;7230;
Retraso NAS;4;7231;
Retraso NAS;25;7232;
Retraso NAS;15;7233;
Retraso Compagnia;24;7234;
Retraso NAS;27;7235;
Retraso Meteorologico;15;7237;
Retraso NAS;1;7238;
Retraso NAS;17;7240;
Retraso Meteorologico;35;7241;
Retraso NAS;69;7242;
Retraso Meteorologico;45;7243;
Retraso Compagnia;10;7244;
Retraso NAS;10;7245;
Retraso Meteorologico;15;7246;
Retraso NAS;11;7247;
Retraso Compagnia;34;7248;
Retraso Meteorologico;55;7249;
Retraso NAS;11;7250;
Retraso Compagnia;33;7251;
Retraso Meteorologico;81;7252;
Retraso NAS;15;7253;
Retraso NAS;20;7254;
Retraso Meteorologico;61;7255;
Retraso NAS;3;7256;
Retraso Compagnia;33;7257;
Retraso NAS;15;7258;
Retraso NAS;67;7259;
Retraso Meteorologico;80;7260;
Retraso NAS;20;7261;
Retraso NAS;49;7262;
Retraso Meteorologico;10;7263;
Retraso NAS;75;7264;
Retraso Compagnia;15;7265;
Retraso NAS;13;7266;
Retraso NAS;15;7267;
Retraso Compagnia;53;7268;
Retraso Compagnia;50;7269;
Retraso NAS;4;7270;
Retraso Compagnia;25;7271;
Retraso Compagnia;15;7272;
Retraso NAS;3;7273;
Retraso Compagnia;50;7274;
Retraso NAS;26;7275;
Retraso NAS;15;7276;
Retraso NAS;25;7277;
Retraso Compagnia;15;7278;
Retraso Compagnia;16;7279;
Retraso NAS;6;7280;
Retraso Compagnia;48;7281;
Retraso NAS;10;7282;
Retraso NAS;24;7283;
Retraso Meteorologico;42;7284;
Retraso Compagnia;94;7285;
Retraso NAS;8;7286;
Retraso Previo;19;7287;
Retraso Previo;33;7288;
Retraso NAS;17;7289;
Retraso Meteorologico;17;7290;
Retraso NAS;18;7291;
Retraso Compagnia;25;7292;
Retraso NAS;13;7293;
Retraso NAS;28;7294;
Retraso Meteorologico;25;7295;
Retraso NAS;31;7296;
Retraso Compagnia;23;7297;
Retraso NAS;12;7298;
Retraso Compagnia;8;7299;
Retraso NAS;22;7300;
Retraso Compagnia;20;7302;
Retraso NAS;8;7303;
Retraso Compagnia;80;7305;
Retraso NAS;19;7306;
Retraso NAS;233;7308;
Retraso Compagnia;31;7309;
Retraso NAS;18;7310;
Retraso Compagnia;26;7311;
Retraso Compagnia;50;7313;
Retraso Compagnia;28;7314;
Retraso Desvio;168;7316;
Retraso Desvio;154;7318;
Retraso Desvio;121;7320;
Retraso Desvio;125;7323;
Retraso Desvio;248;7325;
Retraso Desvio;99;7327;
Retraso NAS;15;7328;
Retraso Compagnia;24;7329;
Retraso Previo;4;7330;
Retraso Previo;21;7331;
Retraso NAS;19;7332;
Retraso Compagnia;32;7333;
Retraso Compagnia;69;7334;
Retraso NAS;1;7335;
Retraso NAS;26;7336;
Retraso Previo;1;7337;
Retraso Compagnia;15;7338;
Retraso Previo;23;7339;
Retraso NAS;15;7340;
Retraso Compagnia;18;7341;
Retraso Compagnia;11;7342;
Retraso NAS;4;7343;
Retraso Compagnia;1;7344;
Retraso NAS;12;7345;
Retraso Previo;2;7346;
Retraso NAS;37;7347;
Retraso Previo;22;7348;
Retraso Previo;23;7349;
Retraso Previo;111;7350;
Retraso Compagnia;70;7351;
Retraso Previo;110;7352;
Retraso Compagnia;42;7353;
Retraso NAS;8;7354;
Retraso Previo;2;7355;
Retraso Compagnia;171;7356;
Retraso NAS;27;7357;
Retraso Previo;5;7358;
Retraso Previo;53;7359;
Retraso NAS;23;7360;
Retraso Compagnia;17;7361;
Retraso Compagnia;3;7362;
Retraso NAS;16;7363;
Retraso NAS;12;7364;
Retraso Previo;5;7365;
Retraso NAS;45;7366;
Retraso Previo;177;7367;
Retraso Compagnia;16;7368;
Retraso NAS;10;7370;
Retraso Previo;183;7371;
Retraso Compagnia;240;7372;
Retraso Compagnia;12;7373;
Retraso NAS;4;7374;
Retraso NAS;15;7375;
Retraso Previo;130;7377;
Retraso Previo;18;7379;
Retraso Compagnia;2;7380;
Retraso NAS;65;7381;
Retraso NAS;19;7382;
Retraso Compagnia;22;7383;
Retraso Compagnia;50;7384;
Retraso NAS;20;7385;
Retraso Previo;24;7386;
Retraso Compagnia;9;7387;
Retraso NAS;8;7388;
Retraso Meteorologico;135;7389;
Retraso NAS;9;7390;
Retraso Previo;132;7391;
Retraso Previo;34;7392;
Retraso Compagnia;16;7393;
Retraso Compagnia;22;7394;
Retraso NAS;1;7395;
Retraso Previo;1;7396;
Retraso Previo;42;7397;
Retraso Compagnia;9;7398;
Retraso NAS;31;7399;
Retraso Previo;28;7400;
Retraso NAS;22;7401;
Retraso Compagnia;2;7402;
Retraso NAS;8;7403;
Retraso Previo;10;7404;
Retraso NAS;22;7405;
Retraso Previo;19;7406;
Retraso Meteorologico;47;7407;
Retraso Previo;19;7408;
Retraso Meteorologico;74;7409;
Retraso Previo;17;7410;
Retraso NAS;85;7411;
Retraso Compagnia;20;7412;
Retraso NAS;6;7414;
Retraso Previo;13;7415;
Retraso Compagnia;1;7417;
Retraso NAS;42;7418;
Retraso Previo;34;7420;
Retraso NAS;105;7422;
Retraso Meteorologico;90;7424;
Retraso Previo;1;7425;
Retraso Previo;60;7426;
Retraso Meteorologico;1;7427;
Retraso Previo;60;7428;
Retraso Previo;85;7429;
Retraso Meteorologico;68;7430;
Retraso NAS;9;7431;
Retraso NAS;1;7432;
Retraso Previo;70;7433;
Retraso Previo;61;7434;
Retraso NAS;4;7435;
Retraso Previo;59;7436;
Retraso Previo;76;7437;
Retraso Previo;74;7438;
Retraso Previo;40;7439;
Retraso Previo;37;7440;
Retraso Previo;32;7441;
Retraso NAS;1;7442;
Retraso Previo;32;7443;
Retraso NAS;3;7444;
Retraso Previo;38;7445;
Retraso NAS;89;7446;
Retraso Compagnia;8;7447;
Retraso Previo;95;7448;
Retraso NAS;16;7449;
Retraso Compagnia;6;7450;
Retraso Previo;16;7451;
Retraso Previo;103;7452;
Retraso Previo;26;7453;
Retraso Previo;41;7454;
Retraso Previo;30;7455;
Retraso NAS;16;7456;
Retraso NAS;54;7457;
Retraso Previo;105;7458;
Retraso NAS;5;7459;
Retraso Previo;27;7460;
Retraso NAS;28;7461;
Retraso Compagnia;6;7462;
Retraso NAS;4;7463;
Retraso Previo;28;7464;
Retraso Meteorologico;115;7465;
Retraso Previo;89;7466;
Retraso Previo;78;7467;
Retraso Previo;24;7468;
Retraso NAS;6;7469;
Retraso Previo;57;7470;
Retraso Compagnia;8;7471;
Retraso NAS;1;7472;
Retraso Previo;9;7473;
Retraso Previo;16;7474;
Retraso Previo;23;7475;
Retraso Compagnia;19;7476;
Retraso Previo;57;7477;
Retraso Previo;65;7478;
Retraso NAS;19;7479;
Retraso Compagnia;3;7480;
Retraso NAS;3;7481;
Retraso Previo;79;7482;
Retraso Previo;118;7483;
Retraso Compagnia;35;7484;
Retraso NAS;17;7485;
Retraso Previo;71;7486;
Retraso Previo;71;7487;
Retraso NAS;12;7488;
Retraso Previo;17;7489;
Retraso NAS;69;7490;
Retraso Meteorologico;12;7491;
Retraso NAS;26;7492;
Retraso Compagnia;4;7493;
Retraso NAS;1;7494;
Retraso Previo;66;7495;
Retraso Previo;59;7496;
Retraso NAS;5;7497;
Retraso Previo;18;7498;
Retraso NAS;1;7499;
Retraso Previo;27;7500;
Retraso Previo;109;7501;
Retraso Previo;55;7503;
Retraso Previo;44;7504;
Retraso Compagnia;6;7505;
Retraso NAS;29;7506;
Retraso Previo;9;7507;
Retraso NAS;8;7508;
Retraso Previo;38;7509;
Retraso Previo;30;7510;
Retraso Compagnia;1;7511;
Retraso Previo;21;7512;
Retraso Previo;95;7513;
Retraso Previo;87;7514;
Retraso NAS;3;7515;
Retraso Previo;44;7516;
Retraso Previo;20;7517;
Retraso Previo;84;7518;
Retraso Previo;77;7519;
Retraso Previo;37;7520;
Retraso Compagnia;3;7521;
Retraso NAS;2;7522;
Retraso Previo;37;7523;
Retraso Compagnia;6;7524;
Retraso NAS;4;7525;
Retraso Previo;47;7526;
Retraso NAS;26;7527;
Retraso Previo;2;7528;
Retraso Previo;58;7529;
Retraso Compagnia;2;7530;
Retraso NAS;9;7531;
Retraso Previo;12;7532;
Retraso Previo;46;7533;
Retraso Previo;33;7534;
Retraso Previo;17;7535;
Retraso NAS;78;7536;
Retraso Previo;18;7537;
Retraso Compagnia;15;7538;
Retraso Previo;3;7539;
Retraso Compagnia;5;7540;
Retraso Previo;35;7541;
Retraso Compagnia;159;7542;
Retraso NAS;5;7543;
Retraso Compagnia;6;7544;
Retraso NAS;4;7545;
Retraso Previo;104;7546;
Retraso NAS;12;7547;
Retraso Previo;18;7548;
Retraso Previo;30;7549;
Retraso NAS;6;7550;
Retraso Previo;13;7551;
Retraso Compagnia;28;7552;
Retraso Previo;76;7553;
Retraso Compagnia;35;7554;
Retraso NAS;3;7555;
Retraso Previo;49;7556;
Retraso NAS;10;7557;
Retraso Previo;75;7558;
Retraso Compagnia;20;7559;
Retraso Previo;29;7560;
Retraso NAS;15;7561;
Retraso NAS;81;7562;
Retraso NAS;6;7563;
Retraso Previo;52;7564;
Retraso NAS;4;7566;
Retraso Previo;29;7567;
Retraso Compagnia;22;7568;
Retraso Previo;72;7573;
Retraso Previo;58;7574;
Retraso Previo;106;7577;
Retraso NAS;85;7578;
Retraso NAS;116;7579;
Retraso Meteorologico;17;7580;
Retraso Meteorologico;3;7581;
Retraso NAS;41;7582;
Retraso Previo;39;7583;
Retraso Previo;32;7584;
Retraso NAS;10;7585;
Retraso Previo;11;7586;
Retraso NAS;35;7587;
Retraso NAS;22;7588;
Retraso Previo;100;7589;
Retraso Previo;66;7590;
Retraso NAS;29;7591;
Retraso Previo;6;7592;
Retraso Previo;21;7593;
Retraso Compagnia;34;7594;
Retraso NAS;12;7595;
Retraso Compagnia;8;7596;
Retraso NAS;10;7597;
Retraso Previo;34;7598;
Retraso Compagnia;10;7599;
Retraso Previo;32;7600;
Retraso Previo;89;7604;
Retraso Previo;27;7605;
Retraso Previo;32;7606;
Retraso Previo;62;7607;
Retraso Previo;21;7608;
Retraso Previo;69;7609;
Retraso NAS;4;7610;
Retraso Previo;11;7611;
Retraso NAS;72;7612;
Retraso Previo;4;7613;
Retraso NAS;31;7614;
Retraso Compagnia;34;7615;
Retraso NAS;3;7616;
Retraso Compagnia;37;7617;
Retraso NAS;9;7618;
Retraso NAS;6;7619;
Retraso Previo;41;7620;
Retraso NAS;21;7621;
Retraso Previo;27;7622;
Retraso Meteorologico;47;7624;
Retraso NAS;53;7626;
Retraso Previo;32;7627;
Retraso NAS;85;7629;
Retraso Compagnia;82;7630;
Retraso NAS;7;7631;
Retraso Meteorologico;27;7632;
Retraso NAS;4;7633;
Retraso NAS;105;7634;
Retraso NAS;8;7635;
Retraso Previo;34;7636;
Retraso NAS;19;7637;
Retraso Previo;82;7638;
Retraso Previo;58;7639;
Retraso Compagnia;52;7640;
Retraso Previo;2;7641;
Retraso NAS;22;7642;
Retraso Previo;57;7643;
Retraso NAS;5;7644;
Retraso Previo;11;7645;
Retraso Previo;73;7646;
Retraso Previo;73;7648;
Retraso Previo;20;7649;
Retraso Previo;50;7650;
Retraso NAS;1;7651;
Retraso Previo;125;7652;
Retraso Previo;20;7653;
Retraso Previo;32;7654;
Retraso Compagnia;38;7655;
Retraso NAS;3;7656;
Retraso Previo;61;7658;
Retraso Previo;78;7659;
Retraso Compagnia;13;7660;
Retraso Previo;5;7661;
Retraso Previo;72;7662;
Retraso Previo;51;7663;
Retraso Compagnia;138;7664;
Retraso Previo;84;7665;
Retraso Previo;84;7666;
Retraso Compagnia;4;7667;
Retraso Previo;138;7668;
Retraso Compagnia;78;7669;
Retraso Previo;57;7670;
Retraso Compagnia;28;7671;
Retraso NAS;2;7672;
Retraso Compagnia;10;7673;
Retraso NAS;13;7674;
Retraso Previo;8;7675;
Retraso Compagnia;36;7676;
Retraso NAS;1;7677;
Retraso Previo;30;7678;
Retraso Compagnia;2;7679;
Retraso NAS;16;7680;
Retraso Previo;4;7681;
Retraso Previo;21;7682;
Retraso NAS;4;7683;
Retraso Previo;14;7684;
Retraso Meteorologico;105;7685;
Retraso NAS;3;7686;
Retraso Meteorologico;2;7687;
Retraso NAS;20;7688;
Retraso NAS;66;7689;
Retraso Previo;11;7690;
Retraso Previo;47;7691;
Retraso NAS;11;7692;
Retraso Previo;46;7693;
Retraso Previo;29;7696;
Retraso Compagnia;49;7697;
Retraso Previo;38;7698;
Retraso NAS;90;7699;
Retraso Previo;2;7700;
Retraso NAS;1;7701;
Retraso Previo;39;7702;
Retraso Previo;48;7703;
Retraso Compagnia;8;7704;
Retraso NAS;13;7705;
Retraso Previo;28;7706;
Retraso NAS;16;7708;
Retraso Previo;7;7709;
Retraso Compagnia;2;7710;
Retraso Previo;21;7711;
Retraso NAS;9;7712;
Retraso Previo;8;7713;
Retraso NAS;72;7714;
Retraso Compagnia;22;7716;
Retraso NAS;5;7717;
Retraso Previo;24;7718;
Retraso NAS;4;7719;
Retraso Previo;32;7720;
Retraso Previo;29;7721;
Retraso Previo;51;7722;
Retraso Previo;60;7723;
Retraso Previo;55;7724;
Retraso NAS;4;7725;
Retraso Previo;77;7726;
Retraso Previo;29;7727;
Retraso Previo;25;7728;
Retraso Compagnia;25;7729;
Retraso Previo;8;7730;
Retraso Previo;82;7731;
Retraso Compagnia;31;7732;
Retraso Previo;25;7733;
Retraso Previo;21;7734;
Retraso Previo;37;7735;
Retraso Previo;31;7736;
Retraso Seguridad;21;7737;
Retraso Meteorologico;157;7738;
Retraso NAS;1;7739;
Retraso Previo;62;7740;
Retraso Previo;63;7741;
Retraso Meteorologico;40;7742;
Retraso Compagnia;96;7743;
Retraso Previo;17;7744;
Retraso NAS;20;7745;
Retraso Compagnia;3;7746;
Retraso Previo;14;7747;
Retraso Previo;23;7748;
Retraso Previo;37;7749;
Retraso Compagnia;14;7750;
Retraso Previo;4;7751;
Retraso Compagnia;88;7753;
Retraso NAS;4;7754;
Retraso NAS;48;7755;
Retraso Previo;23;7756;
Retraso Previo;36;7757;
Retraso NAS;67;7758;
Retraso Previo;9;7759;
Retraso Previo;63;7760;
Retraso Compagnia;15;7761;
Retraso NAS;11;7762;
Retraso Previo;3;7763;
Retraso Previo;59;7764;
Retraso Previo;24;7765;
Retraso NAS;15;7766;
Retraso Previo;67;7767;
Retraso Previo;70;7768;
Retraso Previo;27;7769;
Retraso NAS;2;7770;
Retraso Previo;53;7771;
Retraso Previo;32;7772;
Retraso Previo;21;7774;
Retraso NAS;80;7775;
Retraso NAS;154;7776;
Retraso Previo;3;7777;
Retraso NAS;85;7778;
Retraso Previo;13;7779;
Retraso Compagnia;106;7780;
Retraso Meteorologico;1;7781;
Retraso NAS;3;7782;
Retraso Previo;27;7783;
Retraso NAS;54;7784;
Retraso Previo;6;7785;
Retraso Previo;100;7786;
Retraso Compagnia;20;7787;
Retraso NAS;16;7788;
Retraso Previo;148;7789;
Retraso Previo;71;7790;
Retraso NAS;2;7791;
Retraso Previo;18;7792;
Retraso Previo;35;7793;
Retraso NAS;35;7794;
Retraso Compagnia;31;7795;
Retraso NAS;1;7796;
Retraso Previo;82;7797;
Retraso NAS;26;7798;
Retraso NAS;19;7799;
Retraso NAS;32;7800;
Retraso Previo;5;7801;
